position,doc_sents,sent_id,group,set,doc_id,num_words,R1.R,R1.P,R2.R,R2.P,nouns,prpns,target,lexrank,tfisf,btfisf,scores
18,40,105,D0913,A,NYT_ENG_20050302.0156,21,0.0785,0.4079,0.01268,0.06944,5,2,0,0.571691,-0.207502,-0.539226,0.987084
19,40,106,D0913,A,NYT_ENG_20050302.0156,16,0.08342,0.5156,0.02288,0.15,4,4,0,0.774618,-0.705359,-0.75478,0.999364
20,40,107,D0913,A,NYT_ENG_20050302.0156,25,0.08345,0.3587,0.01276,0.05682,6,0,0,0.687425,-0.129344,-0.33843,0.98754
21,40,108,D0913,A,NYT_ENG_20050302.0156,25,0.1216,0.5,0.0358,0.1522,6,2,0,1.01772,-0.530644,-0.676615,0.995187
22,40,109,D0913,A,NYT_ENG_20050302.0156,10,0.04059,0.4,0.01541,0.1667,2,2,0,0.709143,-1.15004,-1.12727,1.00115
23,40,110,D0913,A,NYT_ENG_20050302.0156,31,0.08366,0.275,0.01023,0.03448,7,2,0,1.09468,0.803608,0.496028,1.00025
24,40,111,D0913,A,NYT_ENG_20050302.0156,25,0.1265,0.5,0.0434,0.1771,7,2,0,1.05534,-0.255765,-0.309139,1.00218
25,40,112,D0913,A,NYT_ENG_20050302.0156,37,0.1544,0.4357,0.04353,0.125,6,4,0,1.3154,0.606783,0.142987,0.997602
26,40,113,D0913,A,NYT_ENG_20050302.0156,14,0.06085,0.4615,0.01541,0.125,4,2,0,0.979542,-0.745512,-0.809303,1.00779
27,40,114,D0913,A,NYT_ENG_20050302.0156,24,0.08108,0.3478,0.01533,0.06818,4,5,0,0.492426,0.586086,0.0584392,0.989721
28,40,115,D0913,A,NYT_ENG_20050302.0156,26,0.06319,0.2717,0,0,4,2,0,0.806186,0.0887805,-0.213404,0.990013
29,40,116,D0913,A,NYT_ENG_20050302.0156,21,0.0709,0.3684,0.01023,0.05556,3,3,0,0.528079,-0.0122094,-0.507102,0.984248
30,40,117,D0913,A,NYT_ENG_20050302.0156,18,0.0734,0.4028,0.01528,0.08824,5,1,0,0.510465,-0.234658,-0.3775,0.991999
31,40,118,D0913,A,NYT_ENG_20050302.0156,14,0.03539,0.25,0.005051,0.03846,2,2,0,0.558005,-1.02244,-1.11211,0.986464
32,40,119,D0913,A,NYT_ENG_20050302.0156,22,0.07848,0.3523,0.02046,0.09524,2,4,0,1.74739,-0.0605605,-0.388146,1.01709
33,40,120,D0913,A,NYT_ENG_20050302.0156,29,0.1188,0.4352,0.01773,0.06731,5,7,0,1.03667,0.562894,0.192505,1.00049
34,40,121,D0913,A,NYT_ENG_20050302.0156,41,0.1545,0.391,0.03327,0.08553,6,6,0,1.83674,0.583263,0.228201,1.00577
35,40,122,D0913,A,NYT_ENG_20050302.0156,18,0.02289,0.1324,0,0,3,0,0,0.358214,-0.974201,-1.16128,0.980705
36,40,123,D0913,A,NYT_ENG_20050302.0156,39,0.1724,0.4474,0.03067,0.08108,7,8,0,1.4711,1.11347,0.633338,1.00995
37,40,124,D0913,A,NYT_ENG_20050302.0156,19,0.04804,0.25,0,0,5,1,0,0.486851,-0.315423,-0.495662,0.988864
38,40,125,D0913,A,NYT_ENG_20050302.0156,33,0.1291,0.3864,0.02057,0.0625,9,2,0,1.66376,0.700266,0.390191,1.0119
39,40,126,D0913,A,NYT_ENG_20050302.0156,25,0.1341,0.5521,0.02046,0.08696,8,1,0,1.17508,-0.262511,-0.313146,1.0053
0,46,127,D0913,A,NYT_ENG_20050302.0164,26,0.1798,0.6827,0.08196,0.32,6,3,1,2.37434,0.319092,0.954095,1.06525
1,46,128,D0913,A,NYT_ENG_20050302.0164,26,0.05814,0.2396,0.01015,0.04348,4,0,0,0.326701,-0.374751,-0.751116,0.982482
2,46,129,D0913,A,NYT_ENG_20050302.0164,31,0.114,0.3879,0.01539,0.05357,6,0,0,0.441853,0.274764,-0.0891701,0.982347
5,46,132,D0913,A,NYT_ENG_20050302.0164,43,0.1644,0.4062,0.0358,0.08974,8,1,0,1.58538,0.116113,-0.0208349,1.00349
6,46,133,D0913,A,NYT_ENG_20050302.0164,20,0.05314,0.3088,0,0,4,3,0,0.528345,0.0139909,-0.353321,0.989531
7,46,134,D0913,A,NYT_ENG_20050302.0164,32,0.1166,0.3833,0.03575,0.1207,7,3,0,1.61097,0.214228,0.268186,1.01156
8,46,135,D0913,A,NYT_ENG_20050302.0164,33,0.1038,0.3203,0.01031,0.03226,5,4,0,0.488271,0.709269,0.11853,0.983655
9,46,136,D0913,A,NYT_ENG_20050302.0164,46,0.1771,0.407,0.04077,0.09524,6,6,0,1.55864,1.87868,1.10922,1.00332
11,46,138,D0913,A,NYT_ENG_20050302.0164,45,0.167,0.4024,0.03575,0.0875,9,5,0,1.47181,1.36049,0.567276,1.00491
12,46,139,D0913,A,NYT_ENG_20050302.0164,22,0.1113,0.5238,0.005103,0.025,4,2,0,1.12365,-0.192122,-0.358403,1.0055
13,46,140,D0913,A,NYT_ENG_20050302.0164,44,0.1695,0.4085,0.04343,0.1063,4,9,0,2.0174,1.13637,0.665244,1.01817
14,46,141,D0913,A,NYT_ENG_20050302.0164,24,0.06075,0.2857,0,0,5,5,0,0.788515,-0.383002,-0.568977,0.992693
15,46,142,D0913,A,NYT_ENG_20050302.0164,20,0.08108,0.4,0.01799,0.09211,3,3,0,0.653008,-0.511725,-0.753482,0.993667
16,46,143,D0913,A,NYT_ENG_20050302.0164,37,0.09363,0.2721,0.01015,0.0303,5,4,0,0.576105,0.854046,0.119751,0.980163
17,46,144,D0913,A,NYT_ENG_20050302.0164,10,0.02286,0.2045,0.002577,0.025,1,1,0,0.302869,-1.16289,-1.19423,0.988396
18,46,145,D0913,A,NYT_ENG_20050302.0164,43,0.1697,0.3895,0.02039,0.04762,10,4,0,1.37135,1.16442,0.590577,1.0019
19,46,146,D0913,A,NYT_ENG_20050302.0164,18,0.05822,0.3594,0.02551,0.1667,2,2,0,1.88095,-0.283809,-0.528471,1.0297
20,46,147,D0913,A,NYT_ENG_20050302.0164,40,0.1847,0.4679,0.02546,0.06579,9,6,0,1.72519,1.23857,0.842109,1.01451
21,46,148,D0913,A,NYT_ENG_20050302.0164,39,0.104,0.2847,0.007707,0.02143,5,7,0,1.03631,0.889824,0.797369,0.998043
22,46,149,D0913,A,NYT_ENG_20050302.0164,16,0.04044,0.25,0,0,2,1,0,0.49921,-0.455216,-0.857372,0.989902
23,46,150,D0913,A,NYT_ENG_20050302.0164,21,0.09873,0.4643,0.0333,0.1625,3,3,0,1.90866,-0.860868,-0.754993,1.01987
24,46,151,D0913,A,NYT_ENG_20050302.0164,43,0.1139,0.3041,0.007628,0.02083,5,4,0,0.795026,1.51956,0.724127,0.985573
25,46,152,D0913,A,NYT_ENG_20050302.0164,28,0.06827,0.27,0.02046,0.08333,3,2,0,1.57331,0.0370733,-0.103244,1.01508
26,46,153,D0913,A,NYT_ENG_20050302.0164,17,0.04564,0.2812,0.002525,0.01667,6,0,0,0.325238,-0.0911694,-0.64419,0.98643
27,46,154,D0913,A,NYT_ENG_20050302.0164,15,0.03026,0.2143,0.005051,0.03846,3,1,0,0.750745,-0.905836,-1.02641,0.995523
28,46,155,D0913,A,NYT_ENG_20050302.0164,21,0.06577,0.325,0.02299,0.1184,2,2,0,1.6242,-0.655494,-0.80666,1.01571
30,46,157,D0913,A,NYT_ENG_20050302.0164,37,0.1821,0.5143,0.04335,0.125,9,4,0,1.94772,1.10355,0.63317,1.02351
32,46,159,D0913,A,NYT_ENG_20050302.0164,18,0.05562,0.3235,0.005051,0.03125,3,0,0,0.556339,-1.05146,-1.1364,0.982351
33,46,160,D0913,A,NYT_ENG_20050302.0164,26,0.03059,0.125,0,0,2,1,0,0.569976,-0.297591,-0.674219,0.978647
34,46,161,D0913,A,NYT_ENG_20050302.0164,22,0.05306,0.25,0.00768,0.0375,2,3,0,0.561748,-0.298985,-0.518219,0.983945
35,46,162,D0913,A,NYT_ENG_20050302.0164,41,0.1492,0.4214,0.04322,0.125,7,12,0,1.3262,1.0873,0.618922,1.00127
36,46,163,D0913,A,NYT_ENG_20050302.0164,39,0.1542,0.4357,0.03562,0.1029,9,4,0,1.68987,1.10713,0.392872,1.00576
37,46,164,D0913,A,NYT_ENG_20050302.0164,21,0.06324,0.2976,0.002577,0.0125,5,1,0,0.4726,-0.384734,-0.667417,0.981311
38,46,165,D0913,A,NYT_ENG_20050302.0164,9,0.03539,0.4375,0.002577,0.03571,2,1,0,0.282724,-1.27201,-1.26367,0.98712
39,46,166,D0913,A,NYT_ENG_20050302.0164,35,0.1215,0.3529,0.01026,0.0303,7,6,0,0.736679,0.787841,0.16907,0.981553
40,46,167,D0913,A,NYT_ENG_20050302.0164,28,0.114,0.4167,0.002577,0.009615,6,1,0,0.925851,-0.22265,-0.300812,0.989872
42,46,169,D0913,A,NYT_ENG_20050302.0164,22,0.1012,0.4762,0.03314,0.1625,4,1,0,1.91647,-0.250051,-0.411164,1.0262
43,46,170,D0913,A,NYT_ENG_20050302.0164,33,0.05319,0.1944,0.005103,0.01923,2,3,0,0.262392,0.379993,-0.313595,0.968
44,46,171,D0913,A,NYT_ENG_20050302.0164,32,0.1188,0.4196,0.01528,0.05556,5,8,0,0.66254,0.761653,0.0530778,0.986514
45,46,172,D0913,A,NYT_ENG_20050302.0164,16,0.05064,0.3333,0,0,4,0,0,0.195296,-0.714159,-1.00901,0.975845
0,50,173,D0913,A,NYT_ENG_20050302.0169,36,0.1597,0.4375,0.02307,0.06429,8,8,0,1.66031,1.40084,2.22101,1.04455
1,50,174,D0913,A,NYT_ENG_20050302.0169,32,0.1545,0.4766,0.03598,0.1129,9,3,0,0.881659,0.480998,0.417394,1.00374
2,50,175,D0913,A,NYT_ENG_20050302.0169,32,0.1139,0.3879,0.0308,0.1071,5,2,0,1.51683,0.165662,-0.0867795,1.00949
3,50,176,D0913,A,NYT_ENG_20050302.0169,43,0.2073,0.5125,0.05874,0.1474,9,6,0,1.97275,1.75701,1.74716,1.02894
4,50,177,D0913,A,NYT_ENG_20050302.0169,12,0.04559,0.375,0.002525,0.02273,3,0,0,0.420134,-1.29076,-1.1715,0.98642
5,50,178,D0913,A,NYT_ENG_20050302.0169,19,0.05814,0.3382,0.01015,0.0625,3,6,0,0.753811,-0.392569,-0.678552,0.996356
6,50,179,D0913,A,NYT_ENG_20050302.0169,45,0.1822,0.4,0.03835,0.08523,7,11,0,1.86943,2.05019,1.45226,1.02017
7,50,180,D0913,A,NYT_ENG_20050302.0169,41,0.1367,0.3649,0.01778,0.04861,7,3,0,1.25201,0.660319,0.351328,0.996895
8,50,181,D0913,A,NYT_ENG_20050302.0169,43,0.1241,0.3141,0.002577,0.006579,8,4,0,0.701625,0.957876,0.313574,0.980909
9,50,182,D0913,A,NYT_ENG_20050302.0169,16,0.04312,0.2833,0.002577,0.01786,4,1,0,0.745739,-0.493762,-0.532833,1.00004
10,50,183,D0913,A,NYT_ENG_20050302.0169,29,0.08087,0.2759,0,0,7,3,0,0.842229,0.229703,-0.135943,0.994259
11,50,184,D0913,A,NYT_ENG_20050302.0169,10,0.01518,0.1667,0,0,2,1,0,0.290754,-1.28417,-1.3428,0.987258
12,50,185,D0913,A,NYT_ENG_20050302.0169,10,0.01773,0.175,0,0,2,0,0,0.302779,-1.27818,-1.3393,0.983471
13,50,186,D0913,A,NYT_ENG_20050302.0169,31,0.0809,0.2857,0.007628,0.02778,6,2,0,1.30758,0.295236,0.23947,1.00585
14,50,187,D0913,A,NYT_ENG_20050302.0169,32,0.1163,0.3966,0.0358,0.125,5,6,0,0.675351,0.14949,-0.327199,0.984066
15,50,188,D0913,A,NYT_ENG_20050302.0169,35,0.1315,0.3824,0.04327,0.1288,8,3,0,1.88833,0.95335,0.510306,1.02257
16,50,189,D0913,A,NYT_ENG_20050302.0169,18,0.04799,0.2969,0.005103,0.03333,3,2,0,1.03384,-0.669949,-0.519443,1.00216
17,50,190,D0913,A,NYT_ENG_20050302.0169,21,0.1241,0.5833,0.02572,0.125,5,4,0,1.20324,-0.266883,-0.175046,1.01318
18,50,191,D0913,A,NYT_ENG_20050302.0169,33,0.1241,0.3712,0.02299,0.07031,8,2,0,1.23151,0.531995,0.281885,1.00279
19,50,192,D0913,A,NYT_ENG_20050302.0169,28,0.1266,0.4808,0.03827,0.15,5,4,0,1.77334,0.224341,-0.203491,1.02116
20,50,193,D0913,A,NYT_ENG_20050302.0169,21,0.1467,0.725,0.05111,0.2632,5,2,0,1.99445,-0.142097,-0.253026,1.03358
21,50,194,D0913,A,NYT_ENG_20050302.0169,17,0.06332,0.3906,0.01533,0.1,2,4,0,0.249874,-0.579168,-0.929957,0.978536
22,50,195,D0913,A,NYT_ENG_20050302.0169,9,0.04559,0.5,0.01276,0.1562,3,1,0,2.40151,-1.04378,-0.885556,1.04648
23,50,196,D0913,A,NYT_ENG_20050302.0169,17,0.09623,0.5588,0.02291,0.1406,6,1,0,1.80971,-0.407493,-0.292811,1.03374
24,50,197,D0913,A,NYT_ENG_20050302.0169,36,0.1343,0.3681,0.01281,0.03571,7,6,0,1.59043,0.984545,0.580169,1.01543
25,50,198,D0913,A,NYT_ENG_20050302.0169,33,0.06837,0.2045,0,0,8,2,0,0.504716,1.55844,0.779378,0.990213
26,50,199,D0913,A,NYT_ENG_20050302.0169,37,0.1419,0.4,0.02559,0.07353,7,7,0,1.55599,0.565799,0.231813,1.00916
27,50,200,D0913,A,NYT_ENG_20050302.0169,42,0.1089,0.2756,0.007707,0.01974,8,6,0,0.443893,1.31532,0.694676,0.980368
28,50,201,D0913,A,NYT_ENG_20050302.0169,21,0.01518,0.08333,0,0,2,1,0,0.28161,-0.913449,-0.967782,0.979595
29,50,202,D0913,A,NYT_ENG_20050302.0169,21,0.0734,0.3625,0.01281,0.06579,5,4,0,0.650917,0.0628146,-0.332818,0.993498
30,50,203,D0913,A,NYT_ENG_20050302.0169,27,0.1089,0.3981,0.01794,0.06731,5,6,0,1.92008,0.3475,0.278985,1.03006
31,50,204,D0913,A,NYT_ENG_20050302.0169,35,0.09884,0.2955,0.02809,0.08594,5,3,0,1.403,0.382623,-0.131547,1.00206
32,50,205,D0913,A,NYT_ENG_20050302.0169,11,0.03049,0.2727,0,0,3,1,0,0.639763,-1.27631,-1.09389,0.992117
33,50,206,D0913,A,NYT_ENG_20050302.0169,29,0.1215,0.4286,0.02559,0.09259,5,3,0,1.97671,0.737076,0.284839,1.02774
34,50,207,D0913,A,NYT_ENG_20050302.0169,37,0.1747,0.4929,0.04863,0.1397,6,8,0,1.73017,0.767747,0.645782,1.01816
35,50,208,D0913,A,NYT_ENG_20050302.0169,16,0.05064,0.3125,0.005129,0.03333,2,1,0,0.819331,-1.02811,-1.02607,0.993028
36,50,209,D0913,A,NYT_ENG_20050302.0169,11,0.04559,0.4091,0.002577,0.025,1,1,0,1.10587,-1.21315,-0.956007,1.00585
37,50,210,D0913,A,NYT_ENG_20050302.0169,31,0.09623,0.3167,0.02291,0.07759,5,6,0,0.812254,0.420695,0.135828,0.991358
38,50,211,D0913,A,NYT_ENG_20050302.0169,25,0.06314,0.2717,0.007576,0.03409,4,1,0,0.679348,-0.667427,-0.791094,0.985387
39,50,212,D0913,A,NYT_ENG_20050302.0169,14,0.0608,0.4286,0.02812,0.2115,2,2,0,1.98407,-0.665933,-0.650604,1.03323
40,50,213,D0913,A,NYT_ENG_20050302.0169,11,0.03539,0.3182,0,0,1,1,0,0.455279,-1.02022,-1.12998,0.991708
41,50,214,D0913,A,NYT_ENG_20050302.0169,12,0.08348,0.6875,0.02041,0.1818,3,0,0,1.02,-1.37339,-1.31396,1.00324
42,50,215,D0913,A,NYT_ENG_20050302.0169,31,0.1292,0.425,0.01794,0.06034,9,1,0,0.848741,0.309889,0.102795,0.992813
43,50,216,D0913,A,NYT_ENG_20050302.0169,16,0.06577,0.4333,0.01526,0.1071,4,1,0,0.948698,-0.728313,-0.585004,1.00283
44,50,217,D0913,A,NYT_ENG_20050302.0169,12,0.04299,0.3542,0.007732,0.06818,3,1,0,0.577308,-0.859169,-0.838808,0.995135
45,50,218,D0913,A,NYT_ENG_20050302.0169,9,0.04051,0.5,0.02046,0.2857,1,2,0,2.70177,-1.54064,-1.22399,1.04733
46,50,219,D0913,A,NYT_ENG_20050302.0169,23,0.04554,0.225,0.02033,0.1053,2,10,0,0.379212,0.247614,-0.315525,0.984158
47,50,220,D0913,A,NYT_ENG_20050302.0169,10,0.04306,0.4722,0.02046,0.25,1,1,0,2.21718,-1.18967,-1.11947,1.03852
48,50,221,D0913,A,NYT_ENG_20050302.0169,11,0.03531,0.3182,0.005051,0.05,3,0,0,0.394082,-1.29413,-1.34863,0.982753
49,50,222,D0913,A,NYT_ENG_20050302.0169,8,0.01521,0.1875,0,0,0,5,0,0.165066,-1.15662,-1.20091,0.985486
0,35,223,D0913,A,NYT_ENG_20050302.0225,29,0.1695,0.5776,0.05642,0.1964,6,4,1,2.23767,0.0301685,0.615713,1.04902
1,35,224,D0913,A,NYT_ENG_20050302.0225,44,0.1517,0.375,0.02291,0.05769,11,5,0,1.0846,2.32973,1.61901,1.00517
2,35,225,D0913,A,NYT_ENG_20050302.0225,28,0.1343,0.4732,0.01276,0.0463,11,0,0,1.19249,0.542077,0.439557,1.01576
3,35,226,D0913,A,NYT_ENG_20050302.0225,13,0.091,0.6923,0.01528,0.125,4,2,0,1.70416,-0.658665,-0.566642,1.02584
4,35,227,D0913,A,NYT_ENG_20050302.0225,28,0.076,0.2885,0.02299,0.09,2,5,0,1.74762,-0.131341,-0.303255,1.01785
5,35,228,D0913,A,NYT_ENG_20050302.0225,30,0.1418,0.4828,0.01786,0.0625,9,1,0,1.46105,0.530544,0.0915602,1.01457
6,35,229,D0913,A,NYT_ENG_20050302.0225,23,0.08118,0.3636,0.02052,0.09524,7,2,0,0.604358,0.280521,-0.235712,0.990617
7,35,230,D0913,A,NYT_ENG_20050302.0225,28,0.06329,0.25,0,0,11,0,0,0.203474,0.12652,-0.340893,0.97655
8,35,231,D0913,A,NYT_ENG_20050302.0225,26,0.07358,0.3152,0.005208,0.02273,5,4,0,0.708691,0.30824,-0.102361,0.990079
9,35,232,D0913,A,NYT_ENG_20050302.0225,36,0.1162,0.3382,0.01533,0.04545,7,6,0,0.861529,1.12814,0.542424,0.992568
10,35,233,D0913,A,NYT_ENG_20050302.0225,18,0.0759,0.4167,0.002577,0.01471,3,4,0,0.652859,-0.550915,-0.717837,0.991023
11,35,234,D0913,A,NYT_ENG_20050302.0225,47,0.07337,0.1726,0.01794,0.04268,10,10,0,1.19063,1.98834,1.30927,0.999235
12,35,235,D0913,A,NYT_ENG_20050302.0225,16,0.05067,0.3125,0.002525,0.01667,2,3,0,0.835172,-0.559939,-0.642573,0.997971
13,35,236,D0913,A,NYT_ENG_20050302.0225,32,0.1291,0.425,0.02304,0.07759,7,7,0,1.48241,1.06286,0.378014,1.01287
14,35,237,D0913,A,NYT_ENG_20050302.0225,24,0.1367,0.5625,0.03317,0.1413,4,6,0,1.3346,-0.196091,-0.00348112,1.00965
15,35,238,D0913,A,NYT_ENG_20050302.0225,43,0.1569,0.4079,0.02299,0.06081,7,3,0,1.8034,1.68759,1.28162,1.01874
16,35,239,D0913,A,NYT_ENG_20050302.0225,8,0.02021,0.25,0,0,2,0,0,0.0624605,-1.33285,-1.37131,0.979842
17,35,240,D0913,A,NYT_ENG_20050302.0225,13,0.05039,0.3846,0.005051,0.04167,3,1,0,1.1009,-0.448983,-0.56284,1.01083
18,35,241,D0913,A,NYT_ENG_20050302.0225,34,0.1265,0.3906,0.02052,0.06452,9,1,0,0.855999,0.340444,-0.0758918,0.984066
19,35,242,D0913,A,NYT_ENG_20050302.0225,24,0.09368,0.4022,0.01015,0.04545,5,5,0,0.458459,0.0118046,-0.286982,0.986322
20,35,243,D0913,A,NYT_ENG_20050302.0225,22,0.1141,0.5114,0.01812,0.08333,7,0,0,0.511688,-0.508855,-0.614104,0.983672
21,35,244,D0913,A,NYT_ENG_20050302.0225,41,0.109,0.2756,0,0,10,2,0,0.631123,1.75622,0.84265,0.983394
22,35,245,D0913,A,NYT_ENG_20050302.0225,24,0.1241,0.5104,0.05629,0.2391,4,4,0,1.96283,0.151217,0.016384,1.02737
23,35,246,D0913,A,NYT_ENG_20050302.0225,27,0.1038,0.41,0.02299,0.09375,3,3,0,1.74981,-0.244205,-0.464809,1.01584
24,35,247,D0913,A,NYT_ENG_20050302.0225,30,0.06592,0.2407,0.007628,0.02885,3,3,0,1.01543,0.0962035,-0.04268,0.993968
25,35,248,D0913,A,NYT_ENG_20050302.0225,16,0.05312,0.3281,0,0,4,3,0,0.532421,-0.453845,-0.623055,0.993715
26,35,249,D0913,A,NYT_ENG_20050302.0225,11,0.01518,0.1667,0,0,1,0,0,0.336588,-1.3337,-1.3718,0.981576
27,35,250,D0913,A,NYT_ENG_20050302.0225,11,0.01773,0.175,0,0,2,0,0,0.349891,-1.27818,-1.3393,0.982182
28,35,251,D0913,A,NYT_ENG_20050302.0225,23,0.1165,0.5,0.03322,0.1477,4,5,0,1.90504,0.0341997,-0.244709,1.02701
29,35,252,D0913,A,NYT_ENG_20050302.0225,33,0.07342,0.2266,0.005103,0.01613,5,3,0,0.796072,0.881872,0.276567,0.985634
30,35,253,D0913,A,NYT_ENG_20050302.0225,26,0.03289,0.1354,0,0,4,1,0,0.279965,0.210926,-0.247272,0.980147
31,35,254,D0913,A,NYT_ENG_20050302.0225,24,0.04564,0.1875,0,0,4,2,0,0.276411,-0.242712,-0.647973,0.973441
32,35,255,D0913,A,NYT_ENG_20050302.0225,24,0.06069,0.2727,0,0,3,6,0,0.235943,0.164446,-0.424377,0.978455
33,35,256,D0913,A,NYT_ENG_20050302.0225,43,0.19,0.4808,0.03588,0.09211,12,3,0,1.23293,0.952473,0.633882,0.997444
34,35,257,D0913,A,NYT_ENG_20050302.0225,36,0.129,0.3984,0.01783,0.05645,4,11,0,1.06369,0.959654,0.495018,0.997757
0,52,258,D0913,A,NYT_ENG_20050302.0256,29,0.0784,0.2768,0.01528,0.05556,5,4,0,0.412496,0.553837,1.22902,1.0052
1,52,259,D0913,A,NYT_ENG_20050302.0256,27,0.1191,0.4352,0.01802,0.06731,5,4,0,0.870275,-0.243751,-0.454822,1.0016
3,52,261,D0913,A,NYT_ENG_20050302.0256,43,0.21,0.5321,0.05894,0.1513,10,3,0,2.09356,1.1426,1.07234,1.02808
4,52,262,D0913,A,NYT_ENG_20050302.0256,31,0.08113,0.2857,0.002525,0.009259,8,2,0,0.594522,-0.22008,-0.507873,0.978048
5,52,263,D0913,A,NYT_ENG_20050302.0256,48,0.1238,0.2849,0.002525,0.005952,11,3,0,0.626666,1.72524,0.695607,0.977673
6,52,264,D0913,A,NYT_ENG_20050302.0256,13,0.03296,0.2708,0.005103,0.04545,4,0,0,0.299288,-1.15558,-1.2675,0.98548
8,52,266,D0913,A,NYT_ENG_20050302.0256,38,0.08618,0.2361,0,0,8,2,0,0.456296,0.184137,-0.422439,0.973277
9,52,267,D0913,A,NYT_ENG_20050302.0256,13,0.03033,0.2308,0,0,3,0,0,0.0852459,-1.04711,-1.20398,0.980518
10,52,268,D0913,A,NYT_ENG_20050302.0256,22,0.04051,0.2105,0.01023,0.05556,2,0,0,0.379083,-1.08804,-1.1414,0.979233
11,52,269,D0913,A,NYT_ENG_20050302.0256,40,0.1012,0.2632,0.007628,0.02027,7,2,0,0.526098,1.01666,0.355354,0.978416
12,52,270,D0913,A,NYT_ENG_20050302.0256,8,0.002577,0.03571,0,0,1,0,0,0.312288,-1.83961,-1.57413,0.987655
14,52,272,D0913,A,NYT_ENG_20050302.0256,31,0.07827,0.2672,0.005051,0.01786,5,5,0,0.963726,0.11934,-0.0847424,0.995583
15,52,273,D0913,A,NYT_ENG_20050302.0256,15,0.01021,0.07143,0,0,2,0,0,0.477638,-1.22742,-1.24383,0.987496
16,52,274,D0913,A,NYT_ENG_20050302.0256,51,0.06843,0.1467,0.002525,0.005556,4,1,0,0.356201,1.00263,-0.00367274,0.95968
17,52,275,D0913,A,NYT_ENG_20050302.0256,17,0.03299,0.1912,0.002525,0.01562,4,0,0,0.281162,-0.916289,-1.12737,0.981669
18,52,276,D0913,A,NYT_ENG_20050302.0256,9,0.002577,0.03125,0,0,3,0,0,0.151764,-1.37686,-1.39708,0.980041
19,52,277,D0913,A,NYT_ENG_20050302.0256,23,0.02283,0.1125,0,0,4,0,0,0.267941,-0.6253,-0.875155,0.977479
20,52,278,D0913,A,NYT_ENG_20050302.0256,34,0.06067,0.2069,0.007576,0.02679,5,2,0,0.5434,0.518007,-0.0756559,0.980412
22,52,280,D0913,A,NYT_ENG_20050302.0256,43,0.1366,0.3293,0.04093,0.1,7,3,0,1.82131,0.53515,0.400381,1.01126
23,52,281,D0913,A,NYT_ENG_20050302.0256,42,0.1037,0.2628,0.007628,0.01974,8,2,0,1.021,0.124203,-0.0585703,0.986868
24,52,282,D0913,A,NYT_ENG_20050302.0256,15,0.005,0.04167,0.002525,0.02273,0,2,0,0.793136,-1.14484,-1.04941,0.99663
26,52,284,D0913,A,NYT_ENG_20050302.0256,12,0.02276,0.1875,0,0,1,0,0,0.151095,-1.3146,-1.26669,0.981595
27,52,285,D0913,A,NYT_ENG_20050302.0256,20,0.05817,0.3026,0.002525,0.01389,4,2,0,0.85454,-0.756117,-0.762634,0.995794
28,52,286,D0913,A,NYT_ENG_20050302.0256,38,0.05556,0.1571,0.002525,0.007353,7,7,0,0.600986,1.21633,0.333275,0.981483
29,52,287,D0913,A,NYT_ENG_20050302.0256,38,0.04312,0.1181,0,0,7,0,0,0.256239,1.32117,0.247182,0.972792
30,52,288,D0913,A,NYT_ENG_20050302.0256,18,0.05822,0.3194,0,0,4,5,0,0.233215,-0.0709458,-0.501089,0.984658
31,52,289,D0913,A,NYT_ENG_20050302.0256,16,0.04309,0.2656,0,0,3,0,0,0.23555,-1.51484,-1.47788,0.977722
32,52,290,D0913,A,NYT_ENG_20050302.0256,12,0.02528,0.2273,0.002525,0.025,2,2,0,0.505015,-0.957273,-0.864424,0.993856
33,52,291,D0913,A,NYT_ENG_20050302.0256,32,0.08335,0.2578,0.002525,0.008065,9,2,0,0.245041,0.158292,-0.425116,0.967743
34,52,292,D0913,A,NYT_ENG_20050302.0256,25,0.04801,0.2065,0.005103,0.02273,4,4,0,0.18189,-0.282822,-0.75642,0.969965
35,52,293,D0913,A,NYT_ENG_20050302.0256,25,0.04054,0.16,0.002525,0.01042,6,2,0,0.513371,0.48453,-0.0952595,0.983799
36,52,294,D0913,A,NYT_ENG_20050302.0256,33,0.0734,0.25,0.007707,0.02679,3,5,0,0.750699,0.228035,-0.171323,0.987297
37,52,295,D0913,A,NYT_ENG_20050302.0256,42,0.162,0.4211,0.03824,0.1014,7,3,0,2.09943,0.290587,0.239663,1.01832
38,52,296,D0913,A,NYT_ENG_20050302.0256,32,0.1293,0.4397,0.0282,0.09821,6,4,0,1.03064,0.643089,0.122173,0.992702
39,52,297,D0913,A,NYT_ENG_20050302.0256,37,0.1038,0.3015,0.005129,0.01515,4,9,0,0.670467,1.01916,0.46916,0.985999
40,52,298,D0913,A,NYT_ENG_20050302.0256,24,0.0709,0.3333,0.02054,0.1,4,2,0,1.00545,-0.400682,-0.392794,0.996466
41,52,299,D0913,A,NYT_ENG_20050302.0256,13,0.05082,0.4167,0.01794,0.1591,1,2,0,0.870235,-1.64237,-1.41558,0.998873
42,52,300,D0913,A,NYT_ENG_20050302.0256,46,0.1493,0.3598,0.01786,0.04375,6,7,0,1.18528,1.37471,0.817365,0.995008
43,52,301,D0913,A,NYT_ENG_20050302.0256,22,0.096,0.4524,0.0101,0.05,3,6,0,1.26394,0.17937,0.0737785,1.00805
