group,set,method,scorer,r,cost,len,rouge1_P,rouge1_R,rouge2_P,rouge2_R,idxs
D0812,B,greedy1,hm,0.6,102,4,0.4431,0.4480,0.2025,0.2040,104:119:42:74
D0812,B,greedy1,R2,0.6,102,4,0.4431,0.4480,0.2025,0.2040,104:119:42:74
D0812,A,greedy1,am,0,104,3,0.3914,0.3818,0.1148,0.1120,179:67:104
D0812,A,greedy1,hm,0,104,3,0.3914,0.3818,0.1148,0.1120,179:67:104
D0812,A,greedy1,R2,0,104,3,0.4225,0.4152,0.1389,0.1362,179:166:22
D0812,A,greedy1,am,0.1,104,3,0.4225,0.4152,0.1389,0.1362,179:22:166
D0812,A,greedy1,hm,0.1,104,3,0.4225,0.4152,0.1389,0.1362,179:166:22
D0812,A,greedy1,R2,0.1,104,3,0.4225,0.4152,0.1389,0.1362,179:166:22
D0812,A,greedy1,am,0.3,104,3,0.4225,0.4152,0.1389,0.1362,179:22:166
D0812,A,greedy1,hm,0.3,104,3,0.4225,0.4152,0.1389,0.1362,179:166:22
D0812,A,greedy1,R2,0.3,98,3,0.4220,0.3868,0.1467,0.1343,179:166:25
D0812,A,greedy1,am,0.4,104,3,0.4225,0.4152,0.1389,0.1362,179:22:166
D0812,A,greedy1,hm,0.4,104,3,0.4225,0.4152,0.1389,0.1362,179:166:22
D0812,A,greedy1,R2,0.4,98,3,0.4220,0.3868,0.1467,0.1343,179:166:25
D0812,A,greedy1,am,0.5,104,3,0.4225,0.4152,0.1389,0.1362,179:22:166
D0812,A,greedy1,hm,0.5,98,3,0.4220,0.3868,0.1467,0.1343,179:166:25
D0812,A,greedy1,R2,0.5,98,3,0.4220,0.3868,0.1467,0.1343,179:166:25
D0812,A,greedy1,am,0.6,104,3,0.4225,0.4152,0.1389,0.1362,179:22:166
D0812,A,greedy1,hm,0.6,98,3,0.4220,0.3868,0.1467,0.1343,179:166:25
D0812,A,greedy1,R2,0.6,98,3,0.4220,0.3868,0.1467,0.1343,179:166:25
D0821,B,greedy1,am,0,97,3,0.4321,0.4210,0.1016,0.0986,2:71:41
D0821,B,greedy1,hm,0,102,3,0.3736,0.3521,0.1364,0.1284,2:23:27
D0821,B,greedy1,R2,0,102,3,0.3736,0.3521,0.1364,0.1284,2:23:27
D0821,B,greedy1,am,0.1,97,3,0.4321,0.4210,0.1016,0.0986,2:71:41
D0821,B,greedy1,hm,0.1,102,3,0.3736,0.3521,0.1364,0.1284,2:23:27
D0821,B,greedy1,R2,0.1,102,3,0.3736,0.3521,0.1364,0.1284,2:27:23
D0821,B,greedy1,am,0.3,104,4,0.4300,0.4571,0.1187,0.1267,2:4:67:44
D0821,B,greedy1,hm,0.3,93,4,0.4361,0.4173,0.1433,0.1379,2:27:67:44
D0821,B,greedy1,R2,0.3,96,4,0.3956,0.3802,0.1472,0.1415,2:27:37:44
D0821,B,greedy1,am,0.4,104,4,0.4300,0.4571,0.1187,0.1267,2:4:67:44
D0821,B,greedy1,hm,0.4,93,4,0.4361,0.4173,0.1433,0.1379,2:27:67:44
D0821,B,greedy1,R2,0.4,96,4,0.3956,0.3802,0.1472,0.1415,2:27:37:44
D0821,B,greedy1,am,0.5,94,4,0.4753,0.4588,0.1222,0.1190,2:46:48:27
D0821,B,greedy1,hm,0.5,96,5,0.4620,0.4495,0.1484,0.1449,2:27:46:44:76
D0821,B,greedy1,R2,0.5,96,4,0.3956,0.3802,0.1472,0.1415,2:27:44:37
D0821,B,greedy1,am,0.6,101,5,0.4545,0.4775,0.1327,0.1402,2:46:38:27:44
D0821,B,greedy1,hm,0.6,96,5,0.4620,0.4495,0.1484,0.1449,2:27:46:44:76
D0821,B,greedy1,R2,0.6,96,5,0.4620,0.4495,0.1484,0.1449,2:27:44:46:76
D0806,B,greedy1,am,0,98,2,0.4435,0.4335,0.1522,0.1541,257:39
D0806,B,greedy1,hm,0,98,2,0.4435,0.4335,0.1522,0.1541,39:257
D0806,B,greedy1,R2,0,98,2,0.4435,0.4335,0.1522,0.1541,39:257
D0806,B,greedy1,am,0.1,98,2,0.4435,0.4335,0.1522,0.1541,257:39
D0806,B,greedy1,hm,0.1,98,2,0.4435,0.4335,0.1522,0.1541,39:257
D0806,B,greedy1,R2,0.1,100,3,0.4658,0.4677,0.1888,0.1952,39:163:161
D0806,B,greedy1,am,0.3,98,2,0.4435,0.4335,0.1522,0.1541,257:39
D0806,B,greedy1,hm,0.3,100,3,0.4658,0.4677,0.1888,0.1952,39:163:161
D0806,B,greedy1,R2,0.3,100,3,0.4658,0.4677,0.1888,0.1952,163:39:161
D0806,B,greedy1,am,0.4,102,4,0.4694,0.4837,0.1753,0.1846,93:163:161:234
D0806,B,greedy1,hm,0.4,100,3,0.4658,0.4677,0.1888,0.1952,163:39:161
D0806,B,greedy1,R2,0.4,100,3,0.4658,0.4677,0.1888,0.1952,163:39:161
D0806,B,greedy1,am,0.5,101,5,0.4798,0.4959,0.1862,0.1944,93:163:105:101:115
D0806,B,greedy1,hm,0.5,92,4,0.4775,0.4447,0.2017,0.1912,163:39:105:115
D0806,B,greedy1,R2,0.5,92,4,0.4775,0.4447,0.2017,0.1912,163:105:39:115
D0806,B,greedy1,am,0.6,83,4,0.5401,0.4576,0.2062,0.1751,163:93:182:115
D0806,B,greedy1,hm,0.6,35,2,0.6324,0.2256,0.3258,0.1152,163:105
D0806,B,greedy1,R2,0.6,17,1,0.6765,0.1212,0.4531,0.0780,163
D0802,A,greedy1,am,0,100,3,0.3868,0.3775,0.1037,0.1034,4:124:123
D0802,A,greedy1,hm,0,97,3,0.3995,0.3812,0.1126,0.1109,4:136:39
D0802,A,greedy1,R2,0,97,3,0.3995,0.3812,0.1126,0.1109,4:136:39
D0802,A,greedy1,am,0.1,100,3,0.3868,0.3775,0.1037,0.1034,4:124:123
D0802,A,greedy1,hm,0.1,97,3,0.3995,0.3812,0.1126,0.1109,4:136:39
D0802,A,greedy1,R2,0.1,97,3,0.3995,0.3812,0.1126,0.1109,4:136:39
D0802,A,greedy1,am,0.3,100,3,0.3868,0.3775,0.1037,0.1034,4:124:123
D0802,A,greedy1,hm,0.3,97,3,0.3995,0.3812,0.1126,0.1109,4:136:39
D0802,A,greedy1,R2,0.3,101,4,0.4072,0.4079,0.1250,0.1287,4:136:175:123
D0802,A,greedy1,am,0.4,97,3,0.3995,0.3812,0.1126,0.1109,4:136:39
D0802,A,greedy1,hm,0.4,101,4,0.4072,0.4079,0.1250,0.1287,4:136:175:123
D0802,A,greedy1,R2,0.4,101,4,0.4072,0.4079,0.1250,0.1287,4:136:175:123
D0802,A,greedy1,am,0.5,101,4,0.4072,0.4079,0.1250,0.1287,4:136:123:175
D0802,A,greedy1,hm,0.5,101,4,0.4072,0.4079,0.1250,0.1287,4:136:175:123
D0802,A,greedy1,R2,0.5,101,4,0.4072,0.4079,0.1250,0.1287,4:136:175:123
D0802,A,greedy1,am,0.6,101,4,0.4072,0.4079,0.1250,0.1287,4:136:175:123
D0802,A,greedy1,hm,0.6,101,4,0.4072,0.4079,0.1250,0.1287,4:136:175:123
D0802,A,greedy1,R2,0.6,101,4,0.4072,0.4079,0.1250,0.1287,4:175:123:136
D0822,B,greedy1,am,0,101,3,0.4974,0.4893,0.2242,0.2195,18:30:31
D0822,B,greedy1,hm,0,101,3,0.4974,0.4893,0.2242,0.2195,18:30:31
D0822,B,greedy1,R2,0,100,3,0.4872,0.4794,0.2242,0.2203,18:30:89
D0822,B,greedy1,am,0.1,101,3,0.4974,0.4893,0.2242,0.2195,18:30:31
D0822,B,greedy1,hm,0.1,101,3,0.4974,0.4893,0.2242,0.2195,18:30:31
D0822,B,greedy1,R2,0.1,100,3,0.4872,0.4794,0.2242,0.2203,18:30:89
D0822,B,greedy1,am,0.3,101,3,0.4974,0.4893,0.2242,0.2195,18:30:31
D0822,B,greedy1,hm,0.3,101,3,0.4974,0.4893,0.2242,0.2195,18:30:31
D0822,B,greedy1,R2,0.3,101,4,0.5076,0.5044,0.2449,0.2415,0:70:30:91
D0822,B,greedy1,am,0.4,101,3,0.4974,0.4893,0.2242,0.2195,18:30:31
D0822,B,greedy1,hm,0.4,97,4,0.5365,0.5177,0.2526,0.2425,0:70:89:6
D0822,B,greedy1,R2,0.4,97,4,0.5365,0.5177,0.2526,0.2425,0:70:89:6
D0822,B,greedy1,am,0.5,97,4,0.5365,0.5177,0.2526,0.2425,0:70:89:6
D0822,B,greedy1,hm,0.5,97,4,0.5365,0.5177,0.2526,0.2425,0:70:89:6
D0822,B,greedy1,R2,0.5,97,4,0.5365,0.5177,0.2526,0.2425,0:70:89:6
D0822,B,greedy1,am,0.6,97,4,0.5365,0.5177,0.2526,0.2425,0:70:89:6
D0822,B,greedy1,hm,0.6,97,4,0.5365,0.5177,0.2526,0.2425,0:70:89:6
D0822,B,greedy1,R2,0.6,97,4,0.5365,0.5177,0.2526,0.2425,0:70:89:6
D0813,A,greedy1,am,0,100,3,0.5080,0.4780,0.1855,0.1748,116:107:35
D0813,A,greedy1,hm,0,104,4,0.4923,0.4832,0.2191,0.2156,107:163:148:31
D0813,A,greedy1,R2,0,99,4,0.5186,0.4883,0.2527,0.2384,107:163:35:120
D0813,A,greedy1,am,0.1,104,4,0.4923,0.4832,0.2191,0.2156,107:163:148:31
D0813,A,greedy1,hm,0.1,104,4,0.4923,0.4832,0.2191,0.2156,107:163:148:31
D0813,A,greedy1,R2,0.1,99,4,0.5186,0.4883,0.2527,0.2384,107:163:35:120
D0813,A,greedy1,am,0.3,104,4,0.4923,0.4832,0.2191,0.2156,107:163:148:31
D0813,A,greedy1,hm,0.3,97,4,0.5500,0.4956,0.2556,0.2307,107:163:83:109
D0813,A,greedy1,R2,0.3,99,4,0.5186,0.4883,0.2527,0.2384,107:163:35:120
D0813,A,greedy1,am,0.4,97,4,0.5500,0.4956,0.2556,0.2307,107:163:83:109
D0813,A,greedy1,hm,0.4,97,4,0.5500,0.4956,0.2556,0.2307,107:163:83:109
D0813,A,greedy1,R2,0.4,99,4,0.5186,0.4883,0.2527,0.2384,107:163:120:35
D0813,A,greedy1,am,0.5,101,5,0.5391,0.5180,0.2421,0.2330,107:163:83:120:34
D0813,A,greedy1,hm,0.5,97,4,0.5500,0.4956,0.2556,0.2307,107:163:83:109
D0813,A,greedy1,R2,0.5,99,4,0.5186,0.4883,0.2527,0.2384,107:163:120:35
D0813,A,greedy1,am,0.6,101,5,0.5391,0.5180,0.2421,0.2330,107:83:163:120:34
D0813,A,greedy1,hm,0.6,89,4,0.5655,0.4756,0.2620,0.2204,107:120:163:83
D0813,A,greedy1,R2,0.6,35,2,0.6912,0.2353,0.3864,0.1292,107:120
D0827,B,greedy1,am,0,104,4,0.4151,0.4420,0.1667,0.1797,15:1:26:21
D0827,B,greedy1,hm,0,97,4,0.4694,0.4651,0.2113,0.2135,15:26:36:25
D0827,B,greedy1,R2,0,97,4,0.4694,0.4651,0.2113,0.2135,15:26:25:36
D0827,B,greedy1,am,0.1,104,4,0.4151,0.4420,0.1667,0.1797,15:1:26:21
D0827,B,greedy1,hm,0.1,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,B,greedy1,R2,0.1,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,B,greedy1,am,0.3,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,B,greedy1,hm,0.3,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,B,greedy1,R2,0.3,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,B,greedy1,am,0.4,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,B,greedy1,hm,0.4,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,B,greedy1,R2,0.4,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,B,greedy1,am,0.5,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,B,greedy1,hm,0.5,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,B,greedy1,R2,0.5,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,B,greedy1,am,0.6,88,4,0.5028,0.4495,0.2126,0.1954,25:15:36:17
D0827,B,greedy1,hm,0.6,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,B,greedy1,R2,0.6,97,4,0.4694,0.4651,0.2113,0.2135,15:25:36:26
D0827,A,greedy1,am,0,102,4,0.4219,0.4251,0.1816,0.1855,12:32:18:39
D0827,A,greedy1,hm,0,102,4,0.4219,0.4251,0.1816,0.1855,12:32:18:39
D0827,A,greedy1,R2,0,102,4,0.4219,0.4251,0.1816,0.1855,12:32:18:39
D0827,A,greedy1,am,0.1,102,4,0.4219,0.4251,0.1816,0.1855,32:12:18:39
D0827,A,greedy1,hm,0.1,102,4,0.4219,0.4251,0.1816,0.1855,32:12:18:39
D0827,A,greedy1,R2,0.1,102,4,0.4219,0.4251,0.1816,0.1855,12:32:18:39
D0827,A,greedy1,am,0.3,102,4,0.4219,0.4251,0.1816,0.1855,32:18:12:39
D0827,A,greedy1,hm,0.3,102,4,0.4219,0.4251,0.1816,0.1855,32:12:18:39
D0827,A,greedy1,R2,0.3,102,4,0.4219,0.4251,0.1816,0.1855,32:12:18:39
D0827,A,greedy1,am,0.4,95,4,0.4583,0.4407,0.1826,0.1838,32:18:26:28
D0827,A,greedy1,hm,0.4,102,4,0.4219,0.4251,0.1816,0.1855,32:12:18:39
D0827,A,greedy1,R2,0.4,102,4,0.4219,0.4251,0.1816,0.1855,32:12:18:39
D0827,A,greedy1,am,0.5,95,4,0.4583,0.4407,0.1826,0.1838,32:18:26:28
D0827,A,greedy1,hm,0.5,102,4,0.4219,0.4251,0.1816,0.1855,32:12:18:39
D0827,A,greedy1,R2,0.5,103,4,0.3918,0.3994,0.1927,0.1983,32:12:28:24
D0827,A,greedy1,am,0.6,95,4,0.4583,0.4407,0.1826,0.1838,32:18:26:28
D0827,A,greedy1,hm,0.6,90,3,0.4345,0.3842,0.1958,0.1758,32:12:18
D0827,A,greedy1,R2,0.6,103,4,0.3918,0.3994,0.1927,0.1983,32:12:28:24
D0816,A,greedy1,am,0,102,3,0.4613,0.4742,0.1927,0.2112,91:86:4
D0816,A,greedy1,hm,0,102,3,0.4613,0.4742,0.1927,0.2112,86:91:4
D0816,A,greedy1,R2,0,103,4,0.5026,0.5069,0.2394,0.2569,86:4:55:59
D0816,A,greedy1,am,0.1,102,3,0.4613,0.4742,0.1927,0.2112,91:86:4
D0816,A,greedy1,hm,0.1,103,4,0.5026,0.5069,0.2394,0.2569,86:4:55:59
D0816,A,greedy1,R2,0.1,103,4,0.5026,0.5069,0.2394,0.2569,86:4:55:59
D0816,A,greedy1,am,0.3,104,4,0.5077,0.5262,0.2113,0.2341,86:36:4:120
D0816,A,greedy1,hm,0.3,103,4,0.5026,0.5069,0.2394,0.2569,86:4:55:59
D0816,A,greedy1,R2,0.3,103,4,0.5026,0.5069,0.2394,0.2569,86:4:55:59
D0816,A,greedy1,am,0.4,104,4,0.5077,0.5262,0.2088,0.2308,86:4:36:120
D0816,A,greedy1,hm,0.4,103,4,0.5026,0.5069,0.2394,0.2569,86:4:55:59
D0816,A,greedy1,R2,0.4,98,4,0.4917,0.4717,0.2472,0.2519,86:110:4:55
D0816,A,greedy1,am,0.5,103,4,0.5026,0.5069,0.2394,0.2569,86:4:55:59
D0816,A,greedy1,hm,0.5,103,4,0.5026,0.5069,0.2394,0.2569,86:4:59:55
D0816,A,greedy1,R2,0.5,98,4,0.4917,0.4717,0.2472,0.2519,86:110:4:55
D0816,A,greedy1,am,0.6,103,4,0.5026,0.5069,0.2394,0.2569,86:4:59:55
D0816,A,greedy1,hm,0.6,98,4,0.4917,0.4717,0.2472,0.2519,86:110:4:55
D0816,A,greedy1,R2,0.6,98,4,0.4917,0.4717,0.2472,0.2519,86:110:4:55
D0807,A,greedy1,am,0,103,3,0.5155,0.4929,0.2005,0.1927,219:188:152
D0807,A,greedy1,hm,0,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,R2,0,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,am,0.1,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,hm,0.1,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,R2,0.1,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,am,0.3,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,hm,0.3,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,R2,0.3,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,am,0.4,103,4,0.5587,0.5397,0.2526,0.2452,219:132:276:218
D0807,A,greedy1,hm,0.4,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,R2,0.4,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,am,0.5,95,3,0.5833,0.5177,0.2669,0.2379,219:132:276
D0807,A,greedy1,hm,0.5,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,R2,0.5,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,am,0.6,95,3,0.5833,0.5177,0.2669,0.2379,219:132:276
D0807,A,greedy1,hm,0.6,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0807,A,greedy1,R2,0.6,98,3,0.5618,0.5153,0.2690,0.2479,219:132:139
D0820,A,greedy1,am,0,103,3,0.4668,0.4624,0.1237,0.1226,67:6:48
D0820,A,greedy1,hm,0,100,3,0.4635,0.4496,0.1342,0.1302,6:67:110
D0820,A,greedy1,R2,0,100,3,0.4635,0.4496,0.1342,0.1302,6:67:110
D0820,A,greedy1,am,0.1,103,3,0.4668,0.4624,0.1237,0.1226,67:6:48
D0820,A,greedy1,hm,0.1,100,3,0.4635,0.4496,0.1342,0.1302,6:67:110
D0820,A,greedy1,R2,0.1,94,3,0.4677,0.4400,0.1440,0.1356,6:109:20
D0820,A,greedy1,am,0.3,103,3,0.4668,0.4624,0.1237,0.1226,67:6:48
D0820,A,greedy1,hm,0.3,94,3,0.4677,0.4400,0.1440,0.1356,6:109:20
D0820,A,greedy1,R2,0.3,94,3,0.4677,0.4400,0.1440,0.1356,6:109:20
D0820,A,greedy1,am,0.4,94,3,0.4677,0.4400,0.1440,0.1356,6:109:20
D0820,A,greedy1,hm,0.4,103,4,0.4632,0.4772,0.1436,0.1480,6:109:9:110
D0820,A,greedy1,R2,0.4,103,4,0.4632,0.4772,0.1436,0.1480,6:109:9:110
D0820,A,greedy1,am,0.5,103,4,0.4632,0.4772,0.1436,0.1480,6:109:9:110
D0820,A,greedy1,hm,0.5,103,4,0.4632,0.4772,0.1436,0.1480,6:109:9:110
D0820,A,greedy1,R2,0.5,103,4,0.4632,0.4772,0.1436,0.1480,6:109:9:110
D0820,A,greedy1,am,0.6,103,4,0.4632,0.4772,0.1436,0.1480,6:109:9:110
D0820,A,greedy1,hm,0.6,103,4,0.4632,0.4772,0.1436,0.1480,6:109:9:110
D0820,A,greedy1,R2,0.6,103,4,0.4632,0.4772,0.1436,0.1480,6:109:9:110
D0822,A,greedy1,am,0,104,4,0.4950,0.5026,0.2300,0.2332,14:30:98:49
D0822,A,greedy1,hm,0,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,R2,0,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,am,0.1,102,4,0.5076,0.5044,0.2321,0.2306,14:30:98:8
D0822,A,greedy1,hm,0.1,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,R2,0.1,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,am,0.3,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,hm,0.3,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,R2,0.3,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,am,0.4,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,hm,0.4,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,R2,0.4,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,am,0.5,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,hm,0.5,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,R2,0.5,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,am,0.6,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,hm,0.6,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0822,A,greedy1,R2,0.6,102,4,0.5000,0.5025,0.2601,0.2616,0:30:98:41
D0805,B,greedy1,am,0,103,3,0.3925,0.3854,0.1288,0.1268,126:159:272
D0805,B,greedy1,hm,0,103,3,0.3925,0.3854,0.1288,0.1268,126:159:272
D0805,B,greedy1,R2,0,103,4,0.4056,0.3903,0.1469,0.1416,126:159:253:296
D0805,B,greedy1,am,0.1,103,3,0.3925,0.3854,0.1288,0.1268,126:159:272
D0805,B,greedy1,hm,0.1,104,4,0.4059,0.4026,0.1375,0.1367,126:159:2:258
D0805,B,greedy1,R2,0.1,103,4,0.4056,0.3903,0.1469,0.1416,126:159:253:296
D0805,B,greedy1,am,0.3,102,4,0.4192,0.4075,0.1327,0.1293,126:159:2:5
D0805,B,greedy1,hm,0.3,104,4,0.4066,0.3951,0.1454,0.1416,126:159:253:41
D0805,B,greedy1,R2,0.3,103,4,0.4056,0.3903,0.1469,0.1416,126:253:159:296
D0805,B,greedy1,am,0.4,102,4,0.4192,0.4075,0.1327,0.1293,126:159:2:5
D0805,B,greedy1,hm,0.4,103,4,0.4056,0.3903,0.1469,0.1416,126:159:253:296
D0805,B,greedy1,R2,0.4,99,5,0.4194,0.3827,0.1576,0.1438,126:253:2:57:258
D0805,B,greedy1,am,0.5,102,4,0.4192,0.4075,0.1327,0.1293,126:2:159:5
D0805,B,greedy1,hm,0.5,99,5,0.4194,0.3827,0.1576,0.1438,126:253:2:57:258
D0805,B,greedy1,R2,0.5,99,5,0.4194,0.3827,0.1576,0.1438,126:253:2:57:258
D0805,B,greedy1,am,0.6,98,5,0.4484,0.4047,0.1538,0.1388,126:2:253:11:57
D0805,B,greedy1,hm,0.6,70,3,0.4923,0.3141,0.1875,0.1191,126:253:2
D0805,B,greedy1,R2,0.6,70,3,0.4923,0.3141,0.1875,0.1191,126:253:2
D0817,B,greedy1,am,0,101,3,0.4464,0.4872,0.2345,0.2550,144:145:18
D0817,B,greedy1,hm,0,101,3,0.4464,0.4872,0.2345,0.2550,144:145:18
D0817,B,greedy1,R2,0,101,3,0.4464,0.4872,0.2345,0.2550,144:145:18
D0817,B,greedy1,am,0.1,101,3,0.4464,0.4872,0.2345,0.2550,144:145:18
D0817,B,greedy1,hm,0.1,101,3,0.4464,0.4872,0.2345,0.2550,144:145:18
D0817,B,greedy1,R2,0.1,101,4,0.4554,0.5139,0.2375,0.2661,144:177:20:195
D0817,B,greedy1,am,0.3,104,4,0.4760,0.5546,0.2257,0.2608,144:177:20:193
D0817,B,greedy1,hm,0.3,93,3,0.4892,0.5089,0.2527,0.2608,144:177:20
D0817,B,greedy1,R2,0.3,93,3,0.4892,0.5089,0.2527,0.2608,144:177:20
D0817,B,greedy1,am,0.4,104,4,0.4760,0.5546,0.2257,0.2608,144:177:20:193
D0817,B,greedy1,hm,0.4,93,3,0.4892,0.5089,0.2527,0.2608,144:177:20
D0817,B,greedy1,R2,0.4,93,3,0.4892,0.5089,0.2527,0.2608,144:177:20
D0817,B,greedy1,am,0.5,104,4,0.4760,0.5546,0.2257,0.2608,144:177:20:193
D0817,B,greedy1,hm,0.5,93,3,0.4892,0.5089,0.2527,0.2608,144:177:20
D0817,B,greedy1,R2,0.5,93,3,0.4892,0.5089,0.2527,0.2608,144:177:20
D0817,B,greedy1,am,0.6,93,3,0.4892,0.5089,0.2527,0.2608,144:177:20
D0817,B,greedy1,hm,0.6,93,3,0.4892,0.5089,0.2527,0.2608,144:177:20
D0817,B,greedy1,R2,0.6,93,3,0.4892,0.5089,0.2527,0.2608,144:177:20
D0823,A,greedy1,am,0,102,3,0.4158,0.3962,0.0825,0.0786,64:122:42
D0823,A,greedy1,hm,0,102,3,0.3801,0.3619,0.0799,0.0762,84:37:2
D0823,A,greedy1,R2,0,99,3,0.3568,0.3336,0.1000,0.0943,84:111:90
D0823,A,greedy1,am,0.1,102,3,0.4107,0.3910,0.0876,0.0836,121:37:96
D0823,A,greedy1,hm,0.1,99,3,0.3568,0.3336,0.1000,0.0943,84:111:90
D0823,A,greedy1,R2,0.1,99,3,0.3568,0.3336,0.1000,0.0943,84:111:90
D0823,A,greedy1,am,0.3,102,3,0.4107,0.3910,0.0876,0.0836,121:37:96
D0823,A,greedy1,hm,0.3,98,4,0.4193,0.3909,0.1184,0.1104,119:99:90:96
D0823,A,greedy1,R2,0.3,98,4,0.4193,0.3909,0.1158,0.1080,119:96:90:99
D0823,A,greedy1,am,0.4,102,3,0.4107,0.3910,0.0876,0.0836,121:37:96
D0823,A,greedy1,hm,0.4,98,4,0.4193,0.3909,0.1184,0.1104,119:99:90:96
D0823,A,greedy1,R2,0.4,98,4,0.4193,0.3909,0.1158,0.1080,119:96:90:99
D0823,A,greedy1,am,0.5,97,4,0.4474,0.4128,0.0851,0.0784,121:26:96:80
D0823,A,greedy1,hm,0.5,98,4,0.4193,0.3909,0.1158,0.1080,119:96:90:99
D0823,A,greedy1,R2,0.5,98,4,0.4193,0.3909,0.1158,0.1080,119:96:90:99
D0823,A,greedy1,am,0.6,97,4,0.4474,0.4128,0.0851,0.0784,121:26:96:80
D0823,A,greedy1,hm,0.6,98,4,0.4193,0.3909,0.1158,0.1080,119:96:90:99
D0823,A,greedy1,R2,0.6,98,4,0.4193,0.3909,0.1158,0.1080,119:96:90:99
D0829,A,greedy1,am,0,102,3,0.3600,0.3671,0.1111,0.1138,31:42:48
D0829,A,greedy1,hm,0,104,4,0.3467,0.3736,0.1190,0.1282,42:43:48:16
D0829,A,greedy1,R2,0,104,4,0.3467,0.3736,0.1190,0.1282,42:43:48:16
D0829,A,greedy1,am,0.1,95,3,0.4076,0.3825,0.1044,0.0979,31:42:54
D0829,A,greedy1,hm,0.1,104,4,0.3467,0.3736,0.1190,0.1282,42:43:48:16
D0829,A,greedy1,R2,0.1,104,4,0.3467,0.3736,0.1190,0.1282,42:43:48:16
D0829,A,greedy1,am,0.3,95,3,0.4076,0.3825,0.1044,0.0979,42:31:54
D0829,A,greedy1,hm,0.3,104,4,0.3467,0.3736,0.1190,0.1282,42:43:48:16
D0829,A,greedy1,R2,0.3,104,4,0.3467,0.3736,0.1190,0.1282,42:48:43:16
D0829,A,greedy1,am,0.4,102,4,0.3981,0.4172,0.1250,0.1301,42:53:54:43
D0829,A,greedy1,hm,0.4,94,4,0.4016,0.3846,0.1344,0.1284,42:53:48:54
D0829,A,greedy1,R2,0.4,95,4,0.3632,0.3522,0.1330,0.1294,42:48:53:32
D0829,A,greedy1,am,0.5,83,4,0.4639,0.3914,0.1280,0.1074,42:53:54:16
D0829,A,greedy1,hm,0.5,94,4,0.4016,0.3846,0.1344,0.1284,42:53:48:54
D0829,A,greedy1,R2,0.5,95,4,0.3632,0.3522,0.1330,0.1294,42:48:53:32
