group,set,method,scorer,r,cost,len,rouge1_P,rouge1_R,rouge2_P,rouge2_R,idxs
d30006,,greedy1,R1,0.1,102,3,0.4875,0.4412,0.1692,0.1532,106:121:173
d30006,,greedy1,R2,0.1,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,am,0.2,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,hm,0.2,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,R1,0.2,102,3,0.4875,0.4412,0.1692,0.1532,106:121:173
d30006,,greedy1,R2,0.2,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,am,0.3,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,hm,0.3,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,R1,0.3,102,3,0.4875,0.4412,0.1692,0.1532,106:121:173
d30006,,greedy1,R2,0.3,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,am,0.4,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,hm,0.4,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,R1,0.4,102,3,0.4875,0.4412,0.1692,0.1532,106:121:173
d30006,,greedy1,R2,0.4,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,am,0.5,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,hm,0.5,104,3,0.4779,0.4411,0.1757,0.1622,106:121:357
d30006,,greedy1,R1,0.5,102,3,0.4875,0.4412,0.1692,0.1532,106:121:173
d30006,,greedy1,R2,0.5,97,3,0.4974,0.4274,0.1995,0.1714,162:121:279
d30006,,greedy1,am,0.6,92,2,0.5139,0.4186,0.1798,0.1463,106:121
d30006,,greedy1,hm,0.6,101,4,0.4777,0.4364,0.2025,0.1852,162:121:249:347
d30006,,greedy1,R1,0.6,92,2,0.5139,0.4186,0.1798,0.1463,106:121
d30006,,greedy1,R2,0.6,101,4,0.4777,0.4364,0.2025,0.1852,162:121:249:347
d30006,,greedy1,am,0.8,18,1,0.7222,0.1174,0.3235,0.0500,162
d30006,,greedy1,hm,0.8,18,1,0.7222,0.1174,0.3235,0.0500,162
d30006,,greedy1,R1,0.8,79,3,0.5411,0.3869,0.2051,0.1464,162:58:121
d30006,,greedy1,R2,0.8,18,1,0.7222,0.1174,0.3235,0.0500,162
d30053,,greedy1,am,0,103,3,0.4035,0.3962,0.0875,0.0863,99:154:100
d30053,,greedy1,hm,0,101,3,0.3850,0.3739,0.1061,0.1027,99:108:101
d30053,,greedy1,R1,0,100,3,0.4141,0.3990,0.0867,0.0840,154:99:125
d30053,,greedy1,R2,0,101,3,0.3850,0.3739,0.1061,0.1027,99:108:101
d30053,,greedy1,am,0.1,103,3,0.4035,0.3962,0.0875,0.0863,99:154:100
d30053,,greedy1,hm,0.1,101,3,0.3850,0.3739,0.1061,0.1027,99:108:101
d30053,,greedy1,R1,0.1,100,3,0.4141,0.3990,0.0867,0.0840,154:99:125
d30053,,greedy1,R2,0.1,101,3,0.3850,0.3739,0.1061,0.1027,99:108:101
d30053,,greedy1,am,0.2,100,3,0.4141,0.3990,0.0842,0.0816,99:154:125
d30053,,greedy1,hm,0.2,101,3,0.3850,0.3739,0.1061,0.1027,99:108:101
d30053,,greedy1,R1,0.2,100,3,0.4141,0.3990,0.0867,0.0840,154:99:125
d30053,,greedy1,R2,0.2,101,3,0.3850,0.3739,0.1061,0.1027,99:108:101
d30053,,greedy1,am,0.3,100,3,0.4141,0.3990,0.0842,0.0816,99:154:125
d30053,,greedy1,hm,0.3,101,3,0.3850,0.3739,0.1061,0.1027,99:108:101
d30053,,greedy1,R1,0.3,100,3,0.4141,0.3990,0.0867,0.0840,154:99:125
d30053,,greedy1,R2,0.3,103,4,0.3897,0.3858,0.1163,0.1145,99:108:32:125
d30053,,greedy1,am,0.4,100,3,0.4141,0.3990,0.0842,0.0816,99:154:125
d30053,,greedy1,hm,0.4,103,4,0.3897,0.3858,0.1163,0.1145,99:108:32:125
d30053,,greedy1,R1,0.4,100,3,0.4141,0.3990,0.0867,0.0840,154:99:125
d30053,,greedy1,R2,0.4,103,4,0.3897,0.3858,0.1163,0.1145,99:108:32:125
d30053,,greedy1,am,0.5,97,3,0.4158,0.3839,0.0931,0.0860,66:99:125
d30053,,greedy1,hm,0.5,103,4,0.3897,0.3858,0.1139,0.1120,32:99:108:125
d30053,,greedy1,R1,0.5,104,3,0.4119,0.4213,0.0865,0.0886,154:30:29
d30053,,greedy1,R2,0.5,103,5,0.3811,0.3815,0.1127,0.1124,32:64:108:125:150
d30053,,greedy1,am,0.6,103,4,0.4084,0.4008,0.1025,0.1001,66:99:32:150
d30053,,greedy1,hm,0.6,96,5,0.4193,0.3916,0.1105,0.1030,32:156:63:125:150
d30053,,greedy1,R1,0.6,97,3,0.4158,0.3839,0.0931,0.0860,66:99:125
d30053,,greedy1,R2,0.6,99,5,0.3737,0.3592,0.1097,0.1045,32:29:108:150:100
d30053,,greedy1,am,0.8,12,1,0.6667,0.0774,0.2500,0.0264,32
d30053,,greedy1,hm,0.8,12,1,0.6667,0.0774,0.2500,0.0264,32
d30053,,greedy1,R1,0.8,36,3,0.5625,0.1970,0.1429,0.0488,32:125:150
d30053,,greedy1,R2,0.8,12,1,0.6667,0.0774,0.2500,0.0264,32
d30010,,greedy1,am,0,102,3,0.4825,0.4662,0.1061,0.1016,102:155:23
d30010,,greedy1,hm,0,102,4,0.5025,0.4822,0.1582,0.1525,123:155:4:115
d30010,,greedy1,R1,0,102,3,0.4825,0.4662,0.1061,0.1016,102:155:23
d30010,,greedy1,R2,0,103,4,0.4850,0.4700,0.1591,0.1550,123:4:155:134
d30010,,greedy1,am,0.1,102,3,0.4825,0.4662,0.1061,0.1016,102:155:23
d30010,,greedy1,hm,0.1,102,4,0.5025,0.4822,0.1582,0.1525,123:155:4:115
d30010,,greedy1,R1,0.1,102,3,0.4825,0.4662,0.1061,0.1016,102:155:23
d30010,,greedy1,R2,0.1,102,4,0.5025,0.4822,0.1582,0.1525,123:155:4:115
d30010,,greedy1,am,0.2,102,3,0.4825,0.4662,0.1061,0.1016,102:155:23
d30010,,greedy1,hm,0.2,104,4,0.5270,0.5202,0.1658,0.1631,123:155:2:160
d30010,,greedy1,R1,0.2,102,3,0.4825,0.4662,0.1061,0.1016,102:155:23
d30010,,greedy1,R2,0.2,104,4,0.5270,0.5202,0.1658,0.1631,123:155:2:160
d30010,,greedy1,am,0.3,104,4,0.5270,0.5202,0.1658,0.1631,155:123:2:160
d30010,,greedy1,hm,0.3,104,4,0.5270,0.5202,0.1658,0.1631,123:155:2:160
d30010,,greedy1,R1,0.3,102,3,0.4825,0.4662,0.1061,0.1016,102:155:23
d30010,,greedy1,R2,0.3,98,4,0.5208,0.4841,0.1737,0.1606,123:155:2:28
d30010,,greedy1,am,0.4,104,4,0.5270,0.5202,0.1658,0.1631,155:123:2:160
d30010,,greedy1,hm,0.4,104,4,0.5270,0.5202,0.1658,0.1631,123:155:2:160
d30010,,greedy1,R1,0.4,104,4,0.5270,0.5202,0.1658,0.1631,155:2:123:160
d30010,,greedy1,R2,0.4,98,4,0.5208,0.4841,0.1737,0.1606,123:155:2:28
d30010,,greedy1,am,0.5,104,4,0.5270,0.5202,0.1658,0.1631,155:123:2:160
d30010,,greedy1,hm,0.5,98,4,0.5208,0.4841,0.1737,0.1606,123:155:2:28
d30010,,greedy1,R1,0.5,104,4,0.5270,0.5202,0.1658,0.1631,155:2:123:160
d30010,,greedy1,R2,0.5,98,4,0.5208,0.4841,0.1737,0.1606,123:155:2:28
d30010,,greedy1,am,0.6,104,4,0.5270,0.5202,0.1658,0.1631,155:123:2:160
d30010,,greedy1,hm,0.6,86,3,0.5565,0.4525,0.1837,0.1484,123:155:2
d30010,,greedy1,R1,0.6,104,4,0.5270,0.5202,0.1658,0.1631,155:2:123:160
d30010,,greedy1,R2,0.6,98,4,0.5208,0.4841,0.1737,0.1606,123:155:2:28
d30010,,greedy1,am,0.8,56,2,0.6091,0.3238,0.2037,0.1073,155:123
d30010,,greedy1,hm,0.8,56,2,0.6091,0.3238,0.2037,0.1073,123:155
d30010,,greedy1,R1,0.8,59,2,0.6164,0.3454,0.1535,0.0848,155:2
d30010,,greedy1,R2,0.8,27,1,0.5962,0.1506,0.2600,0.0636,123
d30059,,greedy1,am,0,101,3,0.4316,0.3872,0.1356,0.1217,78:74:52
d30059,,greedy1,hm,0,100,3,0.4086,0.3594,0.1549,0.1362,78:131:120
d30059,,greedy1,R1,0,101,3,0.4316,0.3872,0.1356,0.1217,78:74:52
d30059,,greedy1,R2,0,100,4,0.4521,0.4021,0.1747,0.1555,162:120:131:55
d30059,,greedy1,am,0.1,103,4,0.4520,0.4226,0.1607,0.1505,78:58:155:63
d30059,,greedy1,hm,0.1,100,4,0.4521,0.4021,0.1747,0.1555,162:120:131:55
d30059,,greedy1,R1,0.1,101,3,0.4316,0.3872,0.1356,0.1217,78:74:52
d30059,,greedy1,R2,0.1,100,4,0.4521,0.4021,0.1747,0.1555,162:120:131:55
d30059,,greedy1,am,0.2,103,4,0.4520,0.4226,0.1607,0.1505,78:58:155:63
d30059,,greedy1,hm,0.2,100,4,0.4521,0.4021,0.1747,0.1555,162:120:131:55
d30059,,greedy1,R1,0.2,99,3,0.4441,0.3933,0.1129,0.0996,78:155:34
d30059,,greedy1,R2,0.2,99,4,0.4560,0.3928,0.1806,0.1553,162:120:131:178
d30059,,greedy1,am,0.3,103,4,0.4520,0.4226,0.1607,0.1505,78:58:155:63
d30059,,greedy1,hm,0.3,100,4,0.4521,0.4021,0.1747,0.1555,162:120:131:55
d30059,,greedy1,R1,0.3,99,3,0.4441,0.3933,0.1129,0.0996,78:155:34
d30059,,greedy1,R2,0.3,102,5,0.4734,0.4214,0.1882,0.1672,162:138:120:63:178
d30059,,greedy1,am,0.4,100,5,0.5106,0.4532,0.1774,0.1577,162:138:55:178:101
d30059,,greedy1,hm,0.4,103,7,0.4974,0.4608,0.1907,0.1767,162:138:55:63:178:1:156
d30059,,greedy1,R1,0.4,99,3,0.4441,0.3933,0.1129,0.0996,78:155:34
d30059,,greedy1,R2,0.4,95,6,0.5083,0.4327,0.2022,0.1721,162:138:55:63:178:1
d30059,,greedy1,am,0.5,100,6,0.4974,0.4515,0.1868,0.1695,162:138:55:178:37:63
d30059,,greedy1,hm,0.5,95,6,0.5083,0.4327,0.2022,0.1721,162:138:55:63:178:1
d30059,,greedy1,R1,0.5,101,5,0.4821,0.4467,0.1598,0.1482,78:63:23:134:1
d30059,,greedy1,R2,0.5,95,6,0.5083,0.4327,0.1966,0.1672,162:138:63:178:55:1
d30059,,greedy1,am,0.6,93,6,0.5137,0.4418,0.1833,0.1575,162:138:63:55:156:142
d30059,,greedy1,hm,0.6,48,3,0.6359,0.2769,0.2611,0.1125,162:138:63
d30059,,greedy1,R1,0.6,99,6,0.5104,0.4628,0.1684,0.1529,162:23:55:49:156:1
d30059,,greedy1,R2,0.6,57,4,0.5818,0.3031,0.2454,0.1268,162:1:117:63
d30059,,greedy1,am,0.8,20,1,0.7237,0.1301,0.3750,0.0648,162
d30059,,greedy1,hm,0.8,20,1,0.7237,0.1301,0.3750,0.0648,162
d30059,,greedy1,R1,0.8,39,3,0.6579,0.2361,0.2230,0.0790,162:179:148
d30059,,greedy1,R2,0.8,20,1,0.7237,0.1301,0.3750,0.0648,162
d30045,,greedy1,am,0,104,3,0.4823,0.4262,0.1633,0.1437,272:402:220
d30045,,greedy1,hm,0,104,3,0.4823,0.4262,0.1633,0.1437,402:272:220
d30045,,greedy1,R1,0,104,3,0.4823,0.4262,0.1633,0.1437,272:402:220
d30045,,greedy1,R2,0,104,3,0.4823,0.4262,0.1633,0.1437,402:272:220
d30045,,greedy1,am,0.1,104,3,0.4823,0.4262,0.1633,0.1437,272:402:220
d30045,,greedy1,hm,0.1,104,3,0.4823,0.4262,0.1633,0.1437,402:272:220
d30045,,greedy1,R1,0.1,104,3,0.4823,0.4262,0.1633,0.1437,272:402:220
d30045,,greedy1,R2,0.1,104,3,0.4823,0.4262,0.1633,0.1437,402:272:220
d30045,,greedy1,am,0.2,104,3,0.4823,0.4262,0.1633,0.1437,272:402:220
d30045,,greedy1,hm,0.2,104,3,0.4823,0.4262,0.1633,0.1437,402:272:220
d30045,,greedy1,R1,0.2,98,3,0.5160,0.4338,0.1559,0.1310,272:303:119
d30045,,greedy1,R2,0.2,104,3,0.4823,0.4262,0.1633,0.1437,402:272:220
d30045,,greedy1,am,0.3,98,3,0.5160,0.4338,0.1559,0.1310,303:272:119
d30045,,greedy1,hm,0.3,99,4,0.5026,0.4350,0.1901,0.1641,402:119:220:226
d30045,,greedy1,R1,0.3,98,3,0.5160,0.4338,0.1559,0.1310,272:303:119
d30045,,greedy1,R2,0.3,99,4,0.5026,0.4350,0.1901,0.1641,402:220:119:226
d30045,,greedy1,am,0.4,98,3,0.5160,0.4338,0.1559,0.1310,303:272:119
d30045,,greedy1,hm,0.4,101,5,0.4850,0.4331,0.1793,0.1602,303:119:220:226:64
d30045,,greedy1,R1,0.4,98,3,0.5160,0.4338,0.1559,0.1310,303:272:119
d30045,,greedy1,R2,0.4,99,4,0.5026,0.4350,0.1901,0.1641,402:220:119:226
d30045,,greedy1,am,0.5,102,5,0.5223,0.4708,0.1775,0.1594,303:119:220:164:65
d30045,,greedy1,hm,0.5,92,4,0.5165,0.4199,0.1889,0.1534,303:119:220:226
d30045,,greedy1,R1,0.5,98,3,0.5160,0.4338,0.1559,0.1310,303:272:119
d30045,,greedy1,R2,0.5,104,5,0.4876,0.4396,0.2025,0.1822,169:220:119:164:226
d30045,,greedy1,am,0.6,89,4,0.5540,0.4350,0.1897,0.1480,303:119:220:164
d30045,,greedy1,hm,0.6,98,5,0.5284,0.4572,0.1849,0.1593,303:119:220:164:64
d30045,,greedy1,R1,0.6,94,4,0.5430,0.4504,0.1630,0.1346,303:119:220:0
d30045,,greedy1,R2,0.6,104,5,0.4876,0.4396,0.2025,0.1822,169:220:119:164:226
d30045,,greedy1,am,0.8,39,2,0.6795,0.2371,0.2237,0.0768,303:64
d30045,,greedy1,hm,0.8,57,3,0.5938,0.2964,0.2409,0.1185,169:220:119
d30045,,greedy1,R1,0.8,39,2,0.6795,0.2371,0.2237,0.0768,303:64
d30045,,greedy1,R2,0.8,20,1,0.6447,0.1093,0.3194,0.0515,169
d31031,,greedy1,am,0,102,3,0.3737,0.3546,0.0842,0.0797,91:152:305
d31031,,greedy1,hm,0,102,3,0.3535,0.3354,0.0867,0.0821,91:152:149
d31031,,greedy1,R1,0,104,3,0.3750,0.3667,0.0347,0.0337,94:27:134
d31031,,greedy1,R2,0,103,3,0.3886,0.3763,0.1025,0.0993,91:119:222
d31031,,greedy1,am,0.1,102,3,0.3737,0.3546,0.0842,0.0797,91:152:305
d31031,,greedy1,hm,0.1,103,3,0.3886,0.3763,0.1025,0.0993,91:119:222
d31031,,greedy1,R1,0.1,98,3,0.4323,0.3980,0.0763,0.0701,94:119:17
d31031,,greedy1,R2,0.1,103,3,0.3886,0.3763,0.1025,0.0993,119:91:222
d31031,,greedy1,am,0.2,102,3,0.3737,0.3546,0.0842,0.0797,91:152:305
d31031,,greedy1,hm,0.2,103,3,0.3886,0.3763,0.1025,0.0993,119:222:91
d31031,,greedy1,R1,0.2,98,3,0.4323,0.3980,0.0763,0.0701,94:119:17
d31031,,greedy1,R2,0.2,103,3,0.3886,0.3763,0.1025,0.0993,119:222:91
d31031,,greedy1,am,0.3,103,3,0.3886,0.3763,0.1025,0.0993,119:222:91
d31031,,greedy1,hm,0.3,103,3,0.3886,0.3763,0.1025,0.0993,119:222:91
d31031,,greedy1,R1,0.3,98,3,0.4323,0.3980,0.0763,0.0701,94:119:17
d31031,,greedy1,R2,0.3,103,3,0.3886,0.3763,0.1025,0.0993,119:222:91
d31031,,greedy1,am,0.4,98,3,0.4167,0.3835,0.1000,0.0920,119:17:91
d31031,,greedy1,hm,0.4,103,3,0.3886,0.3763,0.1025,0.0993,119:222:91
d31031,,greedy1,R1,0.4,98,3,0.4323,0.3980,0.0763,0.0701,119:94:17
d31031,,greedy1,R2,0.4,103,3,0.3886,0.3763,0.1025,0.0993,119:222:91
d31031,,greedy1,am,0.5,101,5,0.4375,0.4197,0.1111,0.1063,119:17:222:305:149
d31031,,greedy1,hm,0.5,94,6,0.4409,0.3933,0.1277,0.1135,119:222:135:149:305:122
d31031,,greedy1,R1,0.5,98,3,0.4323,0.3980,0.0763,0.0701,119:17:94
d31031,,greedy1,R2,0.5,102,6,0.3975,0.3812,0.1237,0.1183,119:222:135:149:122:134
d31031,,greedy1,am,0.6,104,7,0.4393,0.4341,0.1127,0.1110,119:17:305:135:149:7:122
d31031,,greedy1,hm,0.6,94,6,0.4409,0.3933,0.1277,0.1135,119:135:222:149:305:122
d31031,,greedy1,R1,0.6,103,6,0.4461,0.4365,0.0866,0.0846,119:17:7:305:150:256
d31031,,greedy1,R2,0.6,94,6,0.4409,0.3933,0.1277,0.1135,119:135:149:222:122:305
d31031,,greedy1,am,0.8,24,1,0.6630,0.1464,0.1818,0.0388,119
d31031,,greedy1,hm,0.8,32,2,0.6048,0.1799,0.1750,0.0508,119:135
d31031,,greedy1,R1,0.8,47,3,0.5889,0.2543,0.1477,0.0629,119:334:305
d31031,,greedy1,R2,0.8,41,3,0.5375,0.2063,0.1667,0.0629,119:135:149
d30008,,greedy1,am,0,100,3,0.3936,0.3495,0.0941,0.0838,56:70:117
d30008,,greedy1,hm,0,101,3,0.3880,0.3528,0.1184,0.1079,56:13:0
d30008,,greedy1,R1,0,97,2,0.3667,0.3110,0.0758,0.0646,146:56
d30008,,greedy1,R2,0,101,3,0.3880,0.3528,0.1184,0.1079,56:13:0
d30008,,greedy1,am,0.1,100,3,0.3936,0.3495,0.0941,0.0838,56:70:117
d30008,,greedy1,hm,0.1,101,3,0.3880,0.3528,0.1184,0.1079,56:13:0
d30008,,greedy1,R1,0.1,104,3,0.4020,0.3874,0.0891,0.0863,146:182:13
d30008,,greedy1,R2,0.1,101,3,0.3880,0.3528,0.1184,0.1079,56:13:0
d30008,,greedy1,am,0.2,100,3,0.3936,0.3495,0.0941,0.0838,56:70:117
d30008,,greedy1,hm,0.2,101,3,0.3880,0.3528,0.1184,0.1079,56:13:0
d30008,,greedy1,R1,0.2,104,3,0.4020,0.3874,0.0891,0.0863,146:182:13
d30008,,greedy1,R2,0.2,101,3,0.3880,0.3528,0.1184,0.1079,13:56:0
d30008,,greedy1,am,0.3,100,3,0.3936,0.3495,0.0941,0.0838,56:70:117
d30008,,greedy1,hm,0.3,101,3,0.3880,0.3528,0.1184,0.1079,13:56:0
d30008,,greedy1,R1,0.3,104,3,0.4020,0.3874,0.0891,0.0863,146:182:13
d30008,,greedy1,R2,0.3,101,3,0.3880,0.3528,0.1184,0.1079,13:56:0
d30008,,greedy1,am,0.4,101,3,0.3880,0.3528,0.1184,0.1079,56:13:0
d30008,,greedy1,hm,0.4,101,4,0.3929,0.3641,0.1237,0.1140,13:0:73:58
d30008,,greedy1,R1,0.4,103,3,0.4100,0.3883,0.0884,0.0845,162:182:127
d30008,,greedy1,R2,0.4,101,4,0.3929,0.3641,0.1237,0.1140,13:0:73:58
d30008,,greedy1,am,0.5,99,3,0.4193,0.3813,0.1079,0.0985,13:162:182
d30008,,greedy1,hm,0.5,101,4,0.3929,0.3641,0.1237,0.1140,13:0:73:58
d30008,,greedy1,R1,0.5,99,3,0.4193,0.3813,0.1079,0.0985,162:182:13
d30008,,greedy1,R2,0.5,101,4,0.3929,0.3641,0.1237,0.1140,13:0:73:58
d30008,,greedy1,am,0.6,99,3,0.4193,0.3813,0.1079,0.0985,13:182:162
d30008,,greedy1,hm,0.6,101,4,0.3929,0.3641,0.1237,0.1140,13:0:73:58
d30008,,greedy1,R1,0.6,102,3,0.4260,0.3947,0.0902,0.0842,19:162:20
d30008,,greedy1,R2,0.6,84,3,0.4167,0.3196,0.1344,0.1022,13:0:73
d30008,,greedy1,am,0.8,17,1,0.6029,0.0969,0.2031,0.0308,58
d30008,,greedy1,hm,0.8,24,1,0.5312,0.1209,0.1957,0.0429,13
d30008,,greedy1,R1,0.8,17,1,0.6029,0.0969,0.2031,0.0308,58
d30008,,greedy1,R2,0.8,24,1,0.5312,0.1209,0.1957,0.0429,13
d30002,,greedy1,am,0,104,4,0.3775,0.3527,0.0990,0.0934,145:63:133:141
d30002,,greedy1,hm,0,102,4,0.3738,0.3526,0.1250,0.1184,38:63:133:60
d30002,,greedy1,R1,0,104,3,0.3603,0.3363,0.0718,0.0669,111:145:133
d30002,,greedy1,R2,0,102,4,0.3738,0.3526,0.1250,0.1184,38:63:133:60
d30002,,greedy1,am,0.1,104,4,0.3775,0.3527,0.0990,0.0934,145:63:133:141
d30002,,greedy1,hm,0.1,102,4,0.3738,0.3526,0.1250,0.1184,38:63:133:60
d30002,,greedy1,R1,0.1,104,3,0.3603,0.3363,0.0718,0.0669,145:111:133
d30002,,greedy1,R2,0.1,102,4,0.3738,0.3526,0.1250,0.1184,38:63:133:60
d30002,,greedy1,am,0.2,104,4,0.3702,0.3527,0.0971,0.0936,38:42:63:141
d30002,,greedy1,hm,0.2,102,4,0.3738,0.3526,0.1250,0.1184,38:63:133:60
d30002,,greedy1,R1,0.2,104,3,0.3603,0.3363,0.0718,0.0669,145:111:133
d30002,,greedy1,R2,0.2,102,4,0.3738,0.3526,0.1250,0.1184,38:63:133:60
d30002,,greedy1,am,0.3,104,4,0.3702,0.3527,0.0971,0.0936,38:42:63:141
d30002,,greedy1,hm,0.3,102,4,0.3738,0.3526,0.1250,0.1184,38:63:133:60
d30002,,greedy1,R1,0.3,98,3,0.3699,0.3312,0.0722,0.0644,145:111:156
d30002,,greedy1,R2,0.3,102,4,0.3738,0.3526,0.1250,0.1184,38:63:60:133
d30002,,greedy1,am,0.4,104,4,0.3702,0.3527,0.0971,0.0936,38:42:63:141
d30002,,greedy1,hm,0.4,102,4,0.3738,0.3526,0.1250,0.1184,38:63:60:133
d30002,,greedy1,R1,0.4,98,3,0.3699,0.3312,0.0722,0.0644,145:111:156
d30002,,greedy1,R2,0.4,102,4,0.3738,0.3526,0.1250,0.1184,38:63:60:133
d30002,,greedy1,am,0.5,97,4,0.4107,0.3676,0.1057,0.0944,38:36:42:60
d30002,,greedy1,hm,0.5,102,4,0.3738,0.3526,0.1275,0.1206,38:60:63:133
d30002,,greedy1,R1,0.5,99,4,0.4100,0.3731,0.1035,0.0935,145:36:38:60
d30002,,greedy1,R2,0.5,102,4,0.3738,0.3526,0.1275,0.1206,38:60:63:133
d30002,,greedy1,am,0.6,97,4,0.4031,0.3616,0.1186,0.1067,38:36:60:63
d30002,,greedy1,hm,0.6,102,4,0.3738,0.3526,0.1275,0.1206,38:60:63:133
d30002,,greedy1,R1,0.6,99,4,0.4100,0.3731,0.1035,0.0935,38:36:145:60
d30002,,greedy1,R2,0.6,102,4,0.3738,0.3526,0.1275,0.1206,38:60:63:133
d30002,,greedy1,am,0.8,64,3,0.4508,0.2712,0.1308,0.0778,38:60:36
d30002,,greedy1,hm,0.8,41,2,0.4535,0.1773,0.1607,0.0614,60:38
d30002,,greedy1,R1,0.8,77,4,0.4430,0.3193,0.1090,0.0780,38:36:60:115
d30002,,greedy1,R2,0.8,41,2,0.4535,0.1773,0.1607,0.0614,60:38
d30050,,greedy1,am,0,103,3,0.4183,0.4069,0.1000,0.0972,230:37:278
d30050,,greedy1,hm,0,103,3,0.4059,0.3947,0.1025,0.0996,230:37:403
d30050,,greedy1,R1,0,102,2,0.4025,0.3874,0.0833,0.0804,230:367
d30050,,greedy1,R2,0,100,3,0.4202,0.3804,0.1237,0.1120,200:37:211
d30050,,greedy1,am,0.1,103,3,0.4183,0.4069,0.1000,0.0972,230:37:278
d30050,,greedy1,hm,0.1,103,3,0.4059,0.3947,0.1025,0.0996,230:37:403
d30050,,greedy1,R1,0.1,102,2,0.4025,0.3874,0.0833,0.0804,230:367
d30050,,greedy1,R2,0.1,100,3,0.4202,0.3804,0.1237,0.1120,200:37:211
d30050,,greedy1,am,0.2,103,3,0.4183,0.4069,0.1000,0.0972,230:37:278
d30050,,greedy1,hm,0.2,100,3,0.4202,0.3804,0.1237,0.1120,200:37:211
d30050,,greedy1,R1,0.2,102,2,0.4025,0.3874,0.0833,0.0804,230:367
d30050,,greedy1,R2,0.2,100,3,0.4202,0.3804,0.1237,0.1120,200:37:211
d30050,,greedy1,am,0.3,103,3,0.4183,0.4069,0.1000,0.0972,230:37:278
d30050,,greedy1,hm,0.3,100,3,0.4202,0.3804,0.1237,0.1120,200:37:211
d30050,,greedy1,R1,0.3,102,2,0.4025,0.3874,0.0833,0.0804,230:367
d30050,,greedy1,R2,0.3,100,3,0.4202,0.3804,0.1237,0.1120,200:37:211
d30050,,greedy1,am,0.4,103,3,0.4183,0.4069,0.1000,0.0972,230:37:278
d30050,,greedy1,hm,0.4,100,3,0.4202,0.3804,0.1237,0.1120,200:37:211
d30050,,greedy1,R1,0.4,98,3,0.4453,0.4112,0.0947,0.0876,230:45:188
d30050,,greedy1,R2,0.4,100,3,0.4202,0.3804,0.1237,0.1120,200:37:211
d30050,,greedy1,am,0.5,97,3,0.4521,0.4088,0.0968,0.0877,230:45:29
d30050,,greedy1,hm,0.5,100,3,0.4202,0.3804,0.1237,0.1120,200:37:211
d30050,,greedy1,R1,0.5,98,3,0.4453,0.4112,0.0947,0.0876,230:45:188
d30050,,greedy1,R2,0.5,100,4,0.3840,0.3588,0.1198,0.1124,200:255:323:145
d30050,,greedy1,am,0.6,100,4,0.4425,0.4261,0.0884,0.0854,230:188:323:341
d30050,,greedy1,hm,0.6,101,4,0.4149,0.3876,0.1198,0.1122,200:255:141:145
d30050,,greedy1,R1,0.6,81,3,0.4875,0.3754,0.0886,0.0683,230:188:201
d30050,,greedy1,R2,0.6,96,4,0.4148,0.3635,0.1250,0.1098,200:255:323:141
d30050,,greedy1,am,0.8,65,2,0.5115,0.3203,0.1055,0.0659,230:188
d30050,,greedy1,hm,0.8,41,1,0.5270,0.1880,0.1736,0.0613,200
d30050,,greedy1,R1,0.8,65,2,0.5115,0.3203,0.1055,0.0659,230:188
d30050,,greedy1,R2,0.8,41,1,0.5270,0.1880,0.1736,0.0613,200
d31050,,greedy1,am,0,104,3,0.4134,0.3886,0.0700,0.0660,169:75:38
d31050,,greedy1,hm,0,101,4,0.3980,0.3629,0.1263,0.1143,169:48:36:147
d31050,,greedy1,R1,0,104,3,0.3965,0.3655,0.0561,0.0511,75:228:128
d31050,,greedy1,R2,0,103,4,0.4242,0.3913,0.1327,0.1218,48:76:137:16
d31050,,greedy1,am,0.1,104,3,0.4134,0.3886,0.0700,0.0660,169:75:38
d31050,,greedy1,hm,0.1,101,4,0.3980,0.3629,0.1263,0.1143,169:48:36:147
d31050,,greedy1,R1,0.1,104,3,0.4134,0.3886,0.0700,0.0660,75:169:38
d31050,,greedy1,R2,0.1,102,4,0.4167,0.3841,0.1327,0.1218,48:159:76:147
d31050,,greedy1,am,0.2,104,3,0.4134,0.3886,0.0700,0.0660,169:75:38
d31050,,greedy1,hm,0.2,104,4,0.4350,0.4051,0.1313,0.1217,76:48:137:38
d31050,,greedy1,R1,0.2,104,3,0.4134,0.3886,0.0700,0.0660,75:169:38
d31050,,greedy1,R2,0.2,102,4,0.3980,0.3628,0.1392,0.1263,48:159:36:116
d31050,,greedy1,am,0.3,103,3,0.4257,0.3997,0.1150,0.1073,76:6:48
