position,doc_sents,sent_id,group,set,doc_id,num_words,R1.R,R1.P,R2.R,R2.P,nouns,prpns,target,nf,lexrank,tfisf,btfisf,scores
20,29,224,D0907,B,LTW_ENG_20051004.0032,21,0.0572,0.2875,0,0,3,2,0,(),0.210737,-0.642855,-0.848712,0.94973
21,29,225,D0907,B,LTW_ENG_20051004.0032,18,0.0398,0.25,0,0,3,3,0,(),0.175481,-0.724145,-1.01485,0.940982
23,29,227,D0907,B,LTW_ENG_20051004.0032,30,0.07715,0.2583,0.007551,0.02586,7,1,0,(),0.469084,0.0181707,-0.445757,0.928618
24,29,228,D0907,B,LTW_ENG_20051004.0032,25,0.07465,0.3125,0.007525,0.03261,4,3,0,(),1.27362,-0.168723,-0.14694,1.01658
25,29,229,D0907,B,LTW_ENG_20051004.0032,25,0.07215,0.29,0,0,5,4,0,(),0.288614,0.206874,-0.469658,0.934034
26,29,230,D0907,B,LTW_ENG_20051004.0032,14,0.03235,0.2321,0,0,5,0,0,(),0.175109,-0.188758,-0.509268,0.967384
28,29,232,D0907,B,LTW_ENG_20051004.0032,20,0.02238,0.1184,0,0,5,0,0,(),0.25169,-0.33761,-0.788503,0.933252
1,37,234,D0907,B,NYT_ENG_20051004.0222,27,0.0796,0.3077,0.005,0.02,5,5,0,(),0.718677,0.348184,-0.14031,1.03328
2,37,235,D0907,B,NYT_ENG_20051004.0222,12,0.04975,0.4545,0.007525,0.075,1,4,0,(),1.72344,-1.20301,-0.884434,1.20583
3,37,236,D0907,B,NYT_ENG_20051004.0222,13,0.03978,0.3077,0.002525,0.02083,3,1,0,(),0.861549,-1.01651,-1.01503,1.04208
4,37,237,D0907,B,NYT_ENG_20051004.0222,38,0.1144,0.3286,0.005025,0.01471,8,7,0,(),1.61202,1.08297,1.20419,1.0354
5,37,238,D0907,B,NYT_ENG_20051004.0222,29,0.05475,0.2037,0,0,9,3,0,(),1.04694,0.506789,0.141179,1.01181
7,37,240,D0907,B,NYT_ENG_20051004.0222,27,0.05975,0.24,0,0,6,2,0,(),1.08288,-0.126594,-0.113328,1.02328
8,37,241,D0907,B,NYT_ENG_20051004.0222,43,0.1443,0.3537,0.01008,0.025,5,10,0,(),1.51537,1.56525,1.15562,0.999113
9,37,242,D0907,B,NYT_ENG_20051004.0222,33,0.1045,0.3621,0.01003,0.03571,5,7,0,(),1.634,0.362518,0.359151,1.04926
10,37,243,D0907,B,NYT_ENG_20051004.0222,34,0.097,0.3047,0.005025,0.01613,9,1,0,(),1.09626,0.370448,0.0763255,0.969258
12,37,245,D0907,B,NYT_ENG_20051004.0222,22,0.09205,0.4405,0.02013,0.1,4,3,0,(),1.62961,-0.534377,-0.489721,1.08538
13,37,246,D0907,B,NYT_ENG_20051004.0222,15,0.05723,0.3833,0.0025,0.01786,5,1,0,(),0.36066,-0.784328,-0.739819,0.991742
14,37,247,D0907,B,NYT_ENG_20051004.0222,54,0.1268,0.2602,0.0075,0.01562,14,4,0,(),1.68654,2.04699,1.58262,0.962741
15,37,248,D0907,B,NYT_ENG_20051004.0222,15,0.05973,0.4,0.007525,0.05357,6,0,0,(),0.697193,-0.893979,-0.99324,1.00927
16,37,249,D0907,B,NYT_ENG_20051004.0222,48,0.1144,0.2614,0.01005,0.02326,8,5,0,(),1.21452,0.8075,0.40736,0.927477
17,37,250,D0907,B,NYT_ENG_20051004.0222,21,0.0821,0.3929,0.005,0.025,8,0,0,(),0.807007,-0.0741523,-0.504659,1.00801
18,37,251,D0907,B,NYT_ENG_20051004.0222,24,0.0821,0.3437,0.0075,0.03261,7,2,0,(),0.890415,-0.24946,-0.159677,1.017
19,37,252,D0907,B,NYT_ENG_20051004.0222,11,0.03733,0.3409,0.0025,0.025,3,0,0,(),0.342161,-1.2623,-1.33,0.989852
20,37,253,D0907,B,NYT_ENG_20051004.0222,21,0.0448,0.225,0,0,5,1,0,(),1.17098,-0.402295,-0.0641066,1.06144
21,37,254,D0907,B,NYT_ENG_20051004.0222,38,0.1218,0.3403,0.02258,0.06429,7,7,0,(),1.71101,1.46873,0.884325,1.03146
22,37,255,D0907,B,NYT_ENG_20051004.0222,49,0.1468,0.3138,0.01508,0.03261,8,9,0,(),2.05964,1.65947,2.00325,1.04327
23,37,256,D0907,B,NYT_ENG_20051004.0222,28,0.1145,0.4259,0.005025,0.01923,6,2,0,(),1.78389,0.032267,0.196027,1.08213
24,37,257,D0907,B,NYT_ENG_20051004.0222,33,0.07463,0.2419,0,0,8,1,0,(),0.672047,0.501581,-0.149252,0.921111
25,37,258,D0907,B,NYT_ENG_20051004.0222,16,0.04973,0.3333,0.0025,0.01786,6,1,0,(),0.994034,-0.669892,-0.723074,1.04692
26,37,259,D0907,B,NYT_ENG_20051004.0222,30,0.07713,0.287,0.005025,0.01923,6,3,0,(),0.813158,0.534098,-0.278039,0.939637
27,37,260,D0907,B,NYT_ENG_20051004.0222,32,0.1119,0.3629,0,0,7,3,0,(),0.884336,0.94893,0.442276,0.972339
28,37,261,D0907,B,NYT_ENG_20051004.0222,44,0.08705,0.2188,0.01005,0.02564,14,0,0,(),0.355184,1.6144,0.61387,0.856869
29,37,262,D0907,B,NYT_ENG_20051004.0222,46,0.1219,0.2849,0.005025,0.0119,6,7,0,(),1.00052,1.13479,0.25391,0.901846
30,37,263,D0907,B,NYT_ENG_20051004.0222,16,0.03238,0.2167,0,0,3,2,0,(),1.08204,-0.833636,-0.797837,1.04992
31,37,264,D0907,B,NYT_ENG_20051004.0222,30,0.0895,0.3103,0,0,6,5,0,(),1.66179,0.537138,0.206513,1.02568
32,37,265,D0907,B,NYT_ENG_20051004.0222,16,0.04228,0.2833,0.007525,0.05357,1,7,0,(),1.35802,-0.686283,-0.579583,1.08112
33,37,266,D0907,B,NYT_ENG_20051004.0222,43,0.1094,0.2683,0.005025,0.0125,5,11,0,(),0.807443,1.42673,0.400042,0.901531
34,37,267,D0907,B,NYT_ENG_20051004.0222,38,0.1218,0.35,0.007525,0.02206,9,6,0,(),1.13587,1.06672,0.413513,0.956605
35,37,268,D0907,B,NYT_ENG_20051004.0222,14,0.0448,0.3462,0.005051,0.04167,2,2,0,(),1.65765,-1.46208,-1.13729,1.10515
36,37,269,D0907,B,NYT_ENG_20051004.0222,49,0.1243,0.2551,0.0025,0.005208,8,2,0,(),0.736578,1.08971,0.227517,0.849371
0,25,270,D0907,B,APW_ENG_20051102.1021,43,0.1219,0.2917,0.02263,0.05488,7,7,0,(),1.60072,1.46929,4.33277,1.20762
1,25,271,D0907,B,APW_ENG_20051102.1021,27,0.08703,0.3241,0.002525,0.009615,7,1,0,(),0.563925,-0.471984,-0.321379,1.02695
2,25,272,D0907,B,APW_ENG_20051102.1021,15,0.06465,0.4333,0.007525,0.05357,3,2,0,(),1.18915,-1.0276,-0.673277,1.14203
3,25,273,D0907,B,APW_ENG_20051102.1021,50,0.1715,0.367,0.02005,0.04348,7,7,0,(),1.96749,1.76822,1.74127,1.02648
4,25,274,D0907,B,APW_ENG_20051102.1021,37,0.09946,0.2857,0.005,0.01471,5,4,0,(),1.65224,0.692529,0.625089,1.03885
5,25,275,D0907,B,APW_ENG_20051102.1021,33,0.0547,0.1774,0.0025,0.008333,4,5,0,(),1.15882,0.518935,0.132136,0.996169
6,25,276,D0907,B,APW_ENG_20051102.1021,15,0.004975,0.03333,0,0,3,0,0,(),0.592445,-0.816659,-0.916327,1.00486
7,25,277,D0907,B,APW_ENG_20051102.1021,52,0.1367,0.2806,0.01253,0.02604,11,6,0,(),1.2289,1.8248,1.48727,0.939075
9,25,279,D0907,B,APW_ENG_20051102.1021,24,0.0771,0.3523,0,0,6,0,0,(),0.743061,-0.116328,-0.331977,0.996452
10,25,280,D0907,B,APW_ENG_20051102.1021,9,0.02988,0.3333,0.0025,0.03125,2,1,0,(),0.397252,-1.36054,-0.854996,1.02995
11,25,281,D0907,B,APW_ENG_20051102.1021,30,0.1046,0.3621,0.0025,0.008929,9,1,0,(),1.32518,0.102397,0.287192,1.03539
12,25,282,D0907,B,APW_ENG_20051102.1021,47,0.1467,0.3278,0.01255,0.02841,11,3,0,(),1.27459,1.21813,0.967217,0.936053
13,25,283,D0907,B,APW_ENG_20051102.1021,36,0.1368,0.4044,0.01005,0.0303,9,0,0,(),1.07538,0.11221,-0.350851,0.938832
14,25,284,D0907,B,APW_ENG_20051102.1021,25,0.0821,0.33,0.0025,0.01042,6,1,0,(),1.42558,-0.411448,0.0235656,1.06541
15,25,285,D0907,B,APW_ENG_20051102.1021,19,0.05473,0.3056,0,0,4,3,0,(),0.86849,-0.482465,-0.699087,1.0193
16,25,286,D0907,B,APW_ENG_20051102.1021,45,0.1094,0.2619,0.01255,0.03049,10,7,0,(),1.34207,1.89638,1.69947,0.982388
17,25,287,D0907,B,APW_ENG_20051102.1021,35,0.09455,0.2794,0.0025,0.007576,8,3,0,(),0.990815,0.540708,0.541408,0.962908
18,25,288,D0907,B,APW_ENG_20051102.1021,53,0.1517,0.3177,0.01508,0.03191,9,11,0,(),2.3948,2.00046,3.20805,1.10081
19,25,289,D0907,B,APW_ENG_20051102.1021,43,0.1567,0.3841,0.005025,0.0125,10,4,0,(),1.71918,0.914449,0.857943,1.00611
20,25,290,D0907,B,APW_ENG_20051102.1021,40,0.102,0.2562,0,0,11,2,0,(),1.72958,1.36112,1.63998,1.04701
21,25,291,D0907,B,APW_ENG_20051102.1021,47,0.09453,0.2159,0.0025,0.005814,11,7,0,(),1.45213,1.71878,1.55121,0.973901
22,25,292,D0907,B,APW_ENG_20051102.1021,28,0.09453,0.38,0.0025,0.01042,5,6,0,(),1.12547,0.271727,0.246479,1.0142
23,25,293,D0907,B,APW_ENG_20051102.1021,31,0.082,0.275,0.005,0.01724,9,2,0,(),1.10465,0.689317,0.585503,1.00218
24,25,294,D0907,B,APW_ENG_20051102.1021,42,0.1517,0.372,0.007525,0.01875,9,2,0,(),1.0283,0.69336,0.768535,0.931087
0,60,295,D0907,B,LTW_ENG_20051213.0076,43,0.1095,0.2973,0.007551,0.02083,10,5,0,(),1.2989,2.02557,5.31003,1.22585
1,60,296,D0907,B,LTW_ENG_20051213.0076,9,0.04723,0.5278,0.0025,0.03125,2,1,0,(),1.10017,-1.43352,-1.23137,1.13908
3,60,298,D0907,B,LTW_ENG_20051213.0076,21,0.04978,0.2632,0,0,5,1,0,(),0.673831,-0.466125,-0.387363,1.00187
4,60,299,D0907,B,LTW_ENG_20051213.0076,21,0.0945,0.5278,0.02003,0.1176,2,4,1,(),1.36906,-0.761468,-0.837822,1.0673
5,60,300,D0907,B,LTW_ENG_20051213.0076,13,0.0398,0.3077,0,0,2,0,0,(),0.331159,-1.44924,-1.43947,0.987081
7,60,302,D0907,B,LTW_ENG_20051213.0076,44,0.1393,0.3333,0.007525,0.01829,8,2,0,(),1.42535,2.33171,1.23519,0.963598
8,60,303,D0907,B,LTW_ENG_20051213.0076,25,0.102,0.41,0.0251,0.1042,4,3,0,(),1.6902,0.0627172,-0.0656072,1.09029
10,60,305,D0907,B,LTW_ENG_20051213.0076,34,0.0946,0.2969,0.005051,0.01613,6,2,0,(),1.38614,0.49232,0.331594,1.02306
11,60,306,D0907,B,LTW_ENG_20051213.0076,13,0.0398,0.3333,0,0,2,0,0,(),0.394528,-1.56458,-1.3565,0.995506
12,60,307,D0907,B,LTW_ENG_20051213.0076,12,0.0423,0.3542,0,0,2,2,0,(),1.2153,-0.92505,-0.796737,1.10568
13,60,308,D0907,B,LTW_ENG_20051213.0076,22,0.1094,0.5,0.01003,0.04762,3,1,0,(),0.670323,-0.558318,-0.4999,0.988365
14,60,309,D0907,B,LTW_ENG_20051213.0076,42,0.1493,0.3846,0.01758,0.04605,10,4,0,(),1.2956,1.41192,0.547354,0.955474
15,60,310,D0907,B,LTW_ENG_20051213.0076,24,0.03235,0.1548,0,0,3,1,0,(),1.40665,-0.406052,-0.629694,1.05038
16,60,311,D0907,B,LTW_ENG_20051213.0076,17,0.05723,0.3833,0.002525,0.01786,3,1,0,(),0.819315,-1.17346,-1.16412,1.00904
17,60,312,D0907,B,LTW_ENG_20051213.0076,23,0.06223,0.2976,0.007551,0.0375,4,5,0,(),1.42012,0.098526,0.129486,1.08325
18,60,313,D0907,B,LTW_ENG_20051213.0076,26,0.05723,0.23,0,0,3,2,0,(),0.607201,0.124099,-0.518131,0.963974
19,60,314,D0907,B,LTW_ENG_20051213.0076,22,0.0522,0.25,0.007525,0.0375,2,3,0,(),0.490217,-0.222033,-0.592457,0.962178
20,60,315,D0907,B,LTW_ENG_20051213.0076,11,0.03733,0.375,0.005025,0.05556,2,1,0,(),1.39442,-0.959562,-0.953825,1.117
21,60,316,D0907,B,LTW_ENG_20051213.0076,34,0.1318,0.4141,0.0201,0.06452,8,4,0,(),2.03039,0.974062,0.292332,1.0471
22,60,317,D0907,B,LTW_ENG_20051213.0076,33,0.08703,0.2823,0.0025,0.008333,7,2,0,(),1.39954,0.589172,0.217448,1.0184
23,60,318,D0907,B,LTW_ENG_20051213.0076,51,0.1691,0.3617,0.0226,0.04891,8,7,0,(),2.07609,1.23718,1.20281,1.01543
24,60,319,D0907,B,LTW_ENG_20051213.0076,38,0.1269,0.3643,0.01253,0.03676,6,6,0,(),1.30374,0.630828,0.0913374,0.979012
25,60,320,D0907,B,LTW_ENG_20051213.0076,17,0.04228,0.2656,0.01003,0.06667,2,1,0,(),1.19956,-1.22329,-1.30715,1.03132
26,60,321,D0907,B,LTW_ENG_20051213.0076,17,0.04978,0.3333,0.005025,0.03571,3,2,0,(),1.11664,-0.971487,-0.960808,1.06092
27,60,322,D0907,B,LTW_ENG_20051213.0076,24,0.04728,0.2065,0,0,6,1,0,(),0.427369,-0.21504,-0.716727,0.955611
28,60,323,D0907,B,LTW_ENG_20051213.0076,36,0.09943,0.2857,0.005,0.01471,5,4,0,(),1.12979,0.383585,0.251142,0.963667
29,60,324,D0907,B,LTW_ENG_20051213.0076,14,0.05228,0.4038,0.005025,0.04167,2,1,0,(),1.33974,-1.16182,-0.92176,1.09642
30,60,325,D0907,B,LTW_ENG_20051213.0076,21,0.0697,0.3889,0.01513,0.08824,2,7,0,(),0.96236,0.200567,-0.124739,1.0401
31,60,326,D0907,B,LTW_ENG_20051213.0076,29,0.05473,0.2115,0,0,3,11,0,(),0.414253,0.376515,-0.370318,0.919895
33,60,328,D0907,B,LTW_ENG_20051213.0076,21,0.07203,0.3816,0.0125,0.06944,1,8,0,(),1.4063,-0.0646225,-0.429756,1.05141
34,60,329,D0907,B,LTW_ENG_20051213.0076,32,0.08703,0.2823,0.0025,0.008333,6,4,0,(),0.773442,0.310843,-0.290235,0.93375
35,60,330,D0907,B,LTW_ENG_20051213.0076,19,0.06468,0.3611,0,0,4,1,0,(),1.07373,-0.333078,-0.428591,1.04914
36,60,331,D0907,B,LTW_ENG_20051213.0076,12,0.04725,0.4318,0.005025,0.05,1,3,0,(),2.07567,-1.39538,-1.20904,1.16489
37,60,332,D0907,B,LTW_ENG_20051213.0076,30,0.1119,0.4018,0.01255,0.0463,4,0,0,(),0.889418,-0.526631,-0.899192,0.939071
38,60,333,D0907,B,LTW_ENG_20051213.0076,34,0.08468,0.2742,0.02268,0.075,8,1,0,(),0.647688,0.77176,0.0346396,0.932352
39,60,334,D0907,B,LTW_ENG_20051213.0076,17,0.0597,0.375,0.0025,0.01667,2,3,0,(),1.31043,-0.633145,-0.594856,1.08213
40,60,335,D0907,B,LTW_ENG_20051213.0076,14,0.04728,0.3958,0.007551,0.06818,3,1,0,(),0.929774,-1.19666,-1.04084,1.03039
41,60,336,D0907,B,LTW_ENG_20051213.0076,32,0.1194,0.4,0.0151,0.05172,4,4,0,(),1.47003,-0.0596268,-0.138895,1.01853
42,60,337,D0907,B,LTW_ENG_20051213.0076,23,0.06715,0.3214,0.01258,0.0625,5,4,0,(),0.863523,-0.01821,-0.102661,0.99657
43,60,338,D0907,B,LTW_ENG_20051213.0076,14,0.04975,0.3571,0.0025,0.01923,3,1,0,(),0.477366,-0.823547,-1.07306,0.999694
44,60,339,D0907,B,LTW_ENG_20051213.0076,8,0.03235,0.4643,0,0,1,1,0,(),1.71834,-1.49746,-1.26881,1.14986
45,60,340,D0907,B,LTW_ENG_20051213.0076,24,0.0746,0.3261,0,0,2,3,0,(),0.659026,-0.704718,-0.853754,0.957498
46,60,341,D0907,B,LTW_ENG_20051213.0076,14,0.02488,0.2273,0.0025,0.025,1,1,0,(),1.38517,-0.732482,-0.820849,1.08835
51,60,346,D0907,B,LTW_ENG_20051213.0076,28,0.06468,0.2708,0,0,3,9,0,(),1.28549,0.725478,0.490722,1.0391
52,60,347,D0907,B,LTW_ENG_20051213.0076,9,0.03733,0.4688,0.0025,0.03571,1,1,0,(),0.959619,-1.51751,-1.28055,1.07159
53,60,348,D0907,B,LTW_ENG_20051213.0076,15,0.03483,0.2333,0,0,4,3,0,(),1.23116,-0.0475574,-0.151429,1.06363
54,60,349,D0907,B,LTW_ENG_20051213.0076,39,0.112,0.3214,0.02008,0.05882,1,16,0,(),1.79072,1.17681,0.838227,1.00909
55,60,350,D0907,B,LTW_ENG_20051213.0076,11,0.01745,0.1591,0,0,1,0,0,(),0.492862,-1.00312,-1.02966,1.01576
57,60,352,D0907,B,LTW_ENG_20051213.0076,14,0.04228,0.3269,0,0,3,1,0,(),0.358234,-0.921378,-1.13035,0.983972
58,60,353,D0907,B,LTW_ENG_20051213.0076,16,0.06468,0.4062,0,0,2,0,0,(),0.374756,-0.49181,-0.878801,0.960285
59,60,354,D0907,B,LTW_ENG_20051213.0076,14,0.03983,0.3077,0,0,3,0,0,(),0.36977,-1.31438,-1.36049,0.981323
0,8,0,D0908,B,AFP_ENG_20050207.0551,29,0.1352,0.4741,0.01988,0.07143,4,7,0,(),1.45468,0.176545,2.06171,1.1247
1,8,1,D0908,B,AFP_ENG_20050207.0551,21,0.07618,0.3875,0.009901,0.05263,4,3,0,(),1.04827,-0.534606,-0.200288,1.03514
2,8,2,D0908,B,AFP_ENG_20050207.0551,13,0.04919,0.3846,0.004975,0.04167,2,1,0,(),1.06204,-1.2249,-0.995649,1.03309
3,8,3,D0908,B,AFP_ENG_20050207.0551,49,0.1302,0.2944,0,0,11,1,0,(),1.06785,1.96804,2.06652,0.897798
4,8,4,D0908,B,AFP_ENG_20050207.0551,32,0.1056,0.3583,0.009853,0.03448,11,0,0,(),0.595229,0.170118,0.780081,0.923117
5,8,5,D0908,B,AFP_ENG_20050207.0551,33,0.1303,0.4417,0.0025,0.008621,5,2,0,(),0.749067,-0.0511431,0.330893,0.908363
6,8,6,D0908,B,AFP_ENG_20050207.0551,23,0.05652,0.2614,0.007426,0.03571,6,3,0,(),0.698161,0.0154569,-0.102214,0.934666
7,8,7,D0908,B,AFP_ENG_20050207.0551,12,0.01961,0.1818,0,0,2,0,0,(),0.696487,-1.42984,-1.29668,0.944075
0,7,8,D0908,B,AFP_ENG_20050208.0558,26,0.1499,0.5865,0.06703,0.27,8,4,1,(),1.69268,0.556801,2.72974,1.1891
1,7,9,D0908,B,AFP_ENG_20050208.0558,38,0.1377,0.3889,0.0025,0.007143,14,0,0,(),0.367898,0.767306,0.885968,0.919182
2,7,10,D0908,B,AFP_ENG_20050208.0558,31,0.1376,0.4667,0.0075,0.02586,5,3,0,(),1.24696,0.392363,0.788536,1.02297
3,7,11,D0908,B,AFP_ENG_20050208.0558,20,0.08839,0.4737,0.004951,0.02778,7,0,0,(),0.373774,-0.803952,-0.617638,0.923289
4,7,12,D0908,B,AFP_ENG_20050208.0558,36,0.1007,0.3203,0.007451,0.02419,9,0,0,(),0.333949,0.69892,0.738422,0.869387
5,7,13,D0908,B,AFP_ENG_20050208.0558,22,0.08843,0.4091,0.007451,0.03571,7,0,0,(),0.176354,-0.267599,-0.129279,0.901204
6,7,14,D0908,B,AFP_ENG_20050208.0558,24,0.07863,0.381,0.004951,0.025,8,1,0,(),0.141926,0.112818,-0.00952717,0.886869
0,7,15,D0908,B,AFP_ENG_20050214.0455,43,0.1572,0.4103,0.03718,0.09868,9,8,0,(),1.09346,1.05921,3.61235,1.06586
1,7,16,D0908,B,AFP_ENG_20050214.0455,34,0.1081,0.3548,0.01248,0.04167,7,8,0,(),1.65451,1.30648,2.1951,1.09928
2,7,17,D0908,B,AFP_ENG_20050214.0455,14,0.03694,0.2885,0.007475,0.0625,2,2,0,(),1.07954,-0.894827,-0.766022,1.05103
3,7,18,D0908,B,AFP_ENG_20050214.0455,41,0.1621,0.4342,0.03225,0.08784,15,3,0,(),1.43541,1.35957,1.92924,0.97594
5,7,20,D0908,B,AFP_ENG_20050214.0455,15,0.04914,0.3846,0,0,1,3,0,(),0.931726,-0.815145,-0.497825,0.988431
6,7,21,D0908,B,AFP_ENG_20050214.0455,27,0.09338,0.3654,0.01983,0.08,4,2,0,(),0.805452,-0.137575,0.0656096,0.928221
0,7,22,D0908,B,AFP_ENG_20050215.0475,26,0.1672,0.68,0.05218,0.2188,3,9,0,(),1.57579,0.395603,2.44655,1.16889
1,7,23,D0908,B,AFP_ENG_20050215.0475,30,0.1131,0.4107,0.01245,0.0463,7,4,0,(),1.0289,0.330534,0.667989,1.01
2,7,24,D0908,B,AFP_ENG_20050215.0475,32,0.09821,0.3448,0.009926,0.03571,3,4,0,(),1.99656,0.191181,0.770986,1.08735
3,7,25,D0908,B,AFP_ENG_20050215.0475,20,0.05412,0.275,0,0,4,1,0,(),0.858245,-0.404371,0.0774684,0.9791
4,7,26,D0908,B,AFP_ENG_20050215.0475,35,0.09574,0.3047,0.009902,0.03226,6,1,0,(),0.759142,0.600799,0.384441,0.892954
5,7,27,D0908,B,AFP_ENG_20050215.0475,22,0.07128,0.3452,0,0,5,4,0,(),0.589019,-0.0250956,0.213344,0.945325
6,7,28,D0908,B,AFP_ENG_20050215.0475,25,0.07625,0.337,0.02735,0.125,3,3,0,(),0.692362,-0.309516,-0.0175837,0.927877
0,4,29,D0908,B,AFP_ENG_20050217.0237,19,0.09574,0.5132,0.02733,0.1528,6,3,0,(),1.57784,-0.0472569,1.66854,1.17922
1,4,30,D0908,B,AFP_ENG_20050217.0237,38,0.118,0.3429,0.009975,0.02941,9,6,0,(),0.771341,1.25042,0.68376,0.931576
2,4,31,D0908,B,AFP_ENG_20050217.0237,42,0.1499,0.3813,0.007475,0.01923,10,4,0,(),1.08784,1.9235,2.74868,1.00808
3,4,32,D0908,B,AFP_ENG_20050217.0237,43,0.1351,0.3438,0.004926,0.01282,7,1,0,(),0.255801,0.649207,0.62535,0.825373
0,11,33,D0908,B,AFP_ENG_20050227.0241,37,0.1081,0.3056,0.0075,0.02143,7,9,0,(),1.50352,1.78226,4.88259,1.18808
1,11,34,D0908,B,AFP_ENG_20050227.0241,37,0.1278,0.3714,0,0,7,9,0,(),0.780187,1.04841,0.885368,0.954401
2,11,35,D0908,B,AFP_ENG_20050227.0241,13,0.05164,0.4038,0.004975,0.04167,3,2,0,(),1.06792,-0.762267,-0.241187,1.07859
3,11,36,D0908,B,AFP_ENG_20050227.0241,21,0.0762,0.3875,0.005,0.02632,4,4,0,(),1.46321,0.100418,0.543281,1.04412
4,11,37,D0908,B,AFP_ENG_20050227.0241,8,0.004878,0.0625,0,0,3,0,0,(),0.315864,-1.12014,-0.929243,0.97037
5,11,38,D0908,B,AFP_ENG_20050227.0241,15,0.05657,0.3833,0,0,3,3,0,(),1.43458,-0.607578,0.236913,1.06638
6,11,39,D0908,B,AFP_ENG_20050227.0241,10,0.03189,0.325,0,0,2,0,0,(),0.318116,-1.43362,-0.963321,0.943058
7,11,40,D0908,B,AFP_ENG_20050227.0241,30,0.1228,0.4167,0.007402,0.02586,5,3,0,(),1.26796,0.355363,1.04675,0.989278
8,11,41,D0908,B,AFP_ENG_20050227.0241,39,0.1745,0.4797,0.02735,0.07639,6,5,0,(),0.873299,0.745884,0.701576,0.890115
9,11,42,D0908,B,AFP_ENG_20050227.0241,47,0.08846,0.2195,0.009975,0.025,6,3,0,(),1.64689,1.37615,1.74364,0.938162
10,11,43,D0908,B,AFP_ENG_20050227.0241,11,0.09089,0.8409,0.04963,0.5,2,3,1,(),1.18722,-0.94899,-0.626129,1.02229
0,6,44,D0908,B,XIN_ENG_20050307.0058,26,0.04426,0.1731,0,0,2,14,0,(),1.08655,1.4035,4.21719,1.18315
1,6,45,D0908,B,XIN_ENG_20050307.0058,39,0.1007,0.2847,0.007451,0.02143,9,9,0,(),1.2041,1.60808,2.09831,1.02087
2,6,46,D0908,B,XIN_ENG_20050307.0058,20,0.05897,0.3,0.005,0.02632,3,4,0,(),1.13373,-0.0282928,0.437508,1.06299
3,6,47,D0908,B,XIN_ENG_20050307.0058,15,0.03441,0.2333,0,0,2,5,0,(),0.460347,-0.697095,-0.420037,0.959037
4,6,48,D0908,B,XIN_ENG_20050307.0058,23,0.09336,0.4318,0.007475,0.03571,3,4,0,(),1.36382,-0.166645,0.220547,1.00312
5,6,49,D0908,B,XIN_ENG_20050307.0058,23,0.1106,0.4891,0.02973,0.1364,3,4,0,(),1.21255,0.0875798,0.542847,0.999751
0,13,50,D0908,B,AFP_ENG_20050307.0097,29,0.08605,0.3017,0.01243,0.04464,6,7,0,(),1.80405,1.11846,3.71644,1.22121
1,13,51,D0908,B,AFP_ENG_20050307.0097,16,0.01473,0.09375,0,0,3,6,0,(),0.712024,0.00927833,0.906375,1.07526
2,13,52,D0908,B,AFP_ENG_20050307.0097,11,0.007378,0.06818,0,0,2,4,0,(),0.389677,-0.766649,0.181969,1.0529
3,13,53,D0908,B,AFP_ENG_20050307.0097,21,0.03936,0.2105,0,0,3,5,0,(),0.737203,-0.337263,-0.000106459,0.97056
4,13,54,D0908,B,AFP_ENG_20050307.0097,26,0.08846,0.36,0.007475,0.03125,5,4,0,(),1.28041,0.276591,0.480102,0.993155
5,13,55,D0908,B,AFP_ENG_20050307.0097,26,0.09089,0.3558,0.002451,0.01,5,5,0,(),1.48781,0.339849,1.46045,1.05632
6,13,56,D0908,B,AFP_ENG_20050307.0097,31,0.07613,0.2672,0,0,6,1,0,(),1.11768,0.411969,0.19939,0.938718
7,13,57,D0908,B,AFP_ENG_20050307.0097,18,0.09584,0.5417,0.004975,0.02941,5,2,0,(),1.10321,-0.328216,0.608594,1.03394
8,13,58,D0908,B,AFP_ENG_20050307.0097,34,0.1204,0.3712,0.02485,0.07812,4,2,0,(),1.17429,0.260648,0.196858,0.92683
9,13,59,D0908,B,AFP_ENG_20050307.0097,36,0.07373,0.2273,0.007475,0.02344,5,3,0,(),1.34921,1.10315,1.45236,0.965325
10,13,60,D0908,B,AFP_ENG_20050307.0097,21,0.06147,0.3125,0,0,4,7,0,(),0.916741,0.28112,0.932435,1.00198
11,13,61,D0908,B,AFP_ENG_20050307.0097,30,0.0762,0.287,0.005,0.01923,4,10,0,(),1.59746,1.24624,2.46603,1.06053
12,13,62,D0908,B,AFP_ENG_20050307.0097,22,0.07377,0.375,0.01243,0.06579,4,3,0,(),0.970909,-0.552305,0.0653902,0.972649
0,8,63,D0908,B,AFP_ENG_20050307.0200,19,0.1549,0.7875,0.07458,0.3947,4,4,1,(),1.7319,-0.271782,1.2741,1.17528
1,8,64,D0908,B,AFP_ENG_20050307.0200,34,0.1378,0.4118,0.0349,0.1061,5,1,0,(),0.538967,0.710904,0.715252,0.939763
2,8,65,D0908,B,AFP_ENG_20050307.0200,29,0.1008,0.3661,0.00995,0.03704,8,2,0,(),0.962179,0.322773,0.257736,0.987031
3,8,66,D0908,B,AFP_ENG_20050307.0200,13,0.04427,0.375,0,0,2,2,0,(),0.358837,-0.802473,-0.712473,0.951994
4,8,67,D0908,B,AFP_ENG_20050307.0200,30,0.09098,0.3083,0.007426,0.02586,8,7,0,(),1.32324,0.929454,1.20095,0.994941
