position,doc_sents,sent_id,group,set,doc_id,num_words,R1.R,R1.P,R2.R,R2.P,nouns,prpns,target,nf,lexrank,tfisf,btfisf,scores
25,37,188,D0905,B,NYT_ENG_20050224.0147,23,0.06464,0.3158,0,0,6,4,0,(),0.950965,-0.0882169,-0.0476571,0.980435
26,37,189,D0905,B,NYT_ENG_20050224.0147,21,0.05258,0.25,0,0,1,1,0,(),0.308828,-0.573594,-0.926693,0.923134
27,37,190,D0905,B,NYT_ENG_20050224.0147,28,0.1257,0.4519,0.002874,0.01,6,0,0,(),1.31329,-0.465988,-0.337148,0.976906
28,37,191,D0905,B,NYT_ENG_20050224.0147,9,0.03341,0.3611,0,0,2,1,0,(),1.00839,-1.23618,-0.703956,1.06016
29,37,192,D0905,B,NYT_ENG_20050224.0147,23,0.06464,0.3,0.002976,0.01316,4,2,0,(),1.21455,-0.704552,-0.157049,1.00163
30,37,193,D0905,B,NYT_ENG_20050224.0147,30,0.08592,0.2963,0.005478,0.01923,7,4,0,(),1.15502,0.3722,0.41147,0.986419
31,37,194,D0905,B,NYT_ENG_20050224.0147,24,0.07964,0.3229,0.02525,0.1087,7,1,0,(),1.1962,-0.531972,0.106329,1.01902
32,37,195,D0905,B,NYT_ENG_20050224.0147,22,0.05777,0.25,0.008454,0.0375,5,5,0,(),1.41527,-0.332024,-0.268334,1.01588
33,37,196,D0905,B,NYT_ENG_20050224.0147,10,0.04856,0.45,0.01353,0.1389,5,0,1,(),1.78958,-1.21471,-0.68027,1.10576
34,37,197,D0905,B,NYT_ENG_20050224.0147,13,0.03093,0.2727,0.009901,0.1,3,1,0,(),0.385927,-1.07381,-0.957102,0.972667
35,37,198,D0905,B,NYT_ENG_20050224.0147,25,0.07655,0.3261,0.03465,0.1591,6,4,0,(),1.04686,-0.0199305,0.303155,0.982729
0,22,200,D0905,B,NYT_ENG_20050321.0284,28,0.05884,0.2037,0.005079,0.01923,8,7,0,(),1.93579,0.797858,3.15322,1.25655
1,22,201,D0905,B,NYT_ENG_20050321.0284,37,0.1253,0.3456,0.01263,0.03788,10,5,0,(),1.05749,1.20461,1.40905,1.03171
3,22,203,D0905,B,NYT_ENG_20050321.0284,39,0.1277,0.3243,0.01588,0.04167,9,6,0,(),2.97078,0.723013,1.52601,1.1552
4,22,204,D0905,B,NYT_ENG_20050321.0284,22,0.07095,0.3375,0.01093,0.05263,7,0,0,(),2.36534,-0.649459,-0.42079,1.11228
5,22,205,D0905,B,NYT_ENG_20050321.0284,10,0.02123,0.2,0,0,3,0,0,(),0.718455,-1.2072,-1.05947,1.01065
6,22,206,D0905,B,NYT_ENG_20050321.0284,49,0.131,0.2552,0.008428,0.01596,11,9,0,(),1.10562,2.63138,2.78008,0.958857
7,22,207,D0905,B,NYT_ENG_20050321.0284,17,0.03142,0.2,0,0,9,2,0,(),0.995795,-0.174879,0.404411,1.06099
8,22,208,D0905,B,NYT_ENG_20050321.0284,45,0.122,0.2949,0.007953,0.01974,9,12,0,(),1.53204,1.90778,1.42476,0.953201
9,22,209,D0905,B,NYT_ENG_20050321.0284,41,0.1238,0.3026,0.01393,0.03378,8,9,0,(),2.43863,1.73472,2.15985,1.09771
10,22,210,D0905,B,NYT_ENG_20050321.0284,26,0.08906,0.3173,0.008056,0.03,4,6,0,(),1.12673,0.346101,0.193916,0.982097
11,22,211,D0905,B,NYT_ENG_20050321.0284,29,0.07259,0.2411,0.002976,0.009259,6,7,0,(),0.636753,0.782227,0.989469,0.971288
12,22,212,D0905,B,NYT_ENG_20050321.0284,14,0.04862,0.3214,0,0,3,1,0,(),0.334823,-1.17354,-0.925898,0.957645
13,22,213,D0905,B,NYT_ENG_20050321.0284,46,0.1162,0.2443,0.0109,0.02326,12,6,0,(),1.86482,1.73106,1.42308,0.986155
14,22,214,D0905,B,NYT_ENG_20050321.0284,30,0.103,0.3276,0.008454,0.02679,7,0,0,(),0.439949,-0.599277,-0.813844,0.884176
15,22,215,D0905,B,NYT_ENG_20050321.0284,31,0.08501,0.287,0.002976,0.009615,8,3,0,(),0.380622,-0.26927,-0.329579,0.903486
16,22,216,D0905,B,NYT_ENG_20050321.0284,20,0.07995,0.375,0.002475,0.01316,5,1,0,(),1.25398,-0.780413,-0.728492,0.999224
17,22,217,D0905,B,NYT_ENG_20050321.0284,42,0.1513,0.3438,0.01675,0.03846,14,0,0,(),2.12793,1.48015,1.2753,1.02034
18,22,218,D0905,B,NYT_ENG_20050321.0284,32,0.08636,0.2857,0.008454,0.02778,6,5,0,(),0.77328,0.521803,0.770054,0.954226
19,22,219,D0905,B,NYT_ENG_20050321.0284,15,0.03037,0.1833,0,0,2,4,0,(),0.333186,-0.33546,-0.126714,0.979302
20,22,220,D0905,B,NYT_ENG_20050321.0284,17,0.04263,0.25,0,0,4,0,0,(),0.39705,-0.851034,-0.959534,0.934213
21,22,221,D0905,B,NYT_ENG_20050321.0284,9,0.02113,0.2222,0,0,2,0,0,(),0.26636,-1.47475,-1.32477,0.956399
0,55,0,D0906,B,NYT_ENG_20050113.0017,43,0.1695,0.4085,0.04066,0.1,16,5,0,(),1.61505,2.45767,6.06914,1.24058
1,55,1,D0906,B,NYT_ENG_20050113.0017,20,0.06571,0.3421,0.007653,0.04167,5,0,0,(),0.410621,-0.26084,-0.488527,1.00892
2,55,2,D0906,B,NYT_ENG_20050113.0017,33,0.09102,0.2812,0,0,6,7,0,(),0.995033,1.10074,0.286759,0.996344
4,55,4,D0906,B,NYT_ENG_20050113.0017,12,0.01521,0.15,0,0,2,4,0,(),0.417754,-0.950245,-1.14726,0.991022
5,55,5,D0906,B,NYT_ENG_20050113.0017,11,0.01515,0.1364,0,0,2,0,0,(),0.323543,-1.27125,-1.10226,0.980697
6,55,6,D0906,B,NYT_ENG_20050113.0017,20,0.08587,0.425,0.01783,0.09211,5,3,0,(),1.65602,0.203829,0.680083,1.10966
7,55,7,D0906,B,NYT_ENG_20050113.0017,43,0.119,0.2938,0.007653,0.01923,7,5,0,(),0.968612,1.21999,0.789654,0.918151
8,55,8,D0906,B,NYT_ENG_20050113.0017,16,0.05298,0.3281,0,0,3,0,0,(),0.307951,-1.24493,-1.07185,0.95208
9,55,9,D0906,B,NYT_ENG_20050113.0017,22,0.07077,0.3182,0.005102,0.02381,3,7,0,(),1.37915,0.283481,-0.0239973,1.04239
10,55,10,D0906,B,NYT_ENG_20050113.0017,18,0.02026,0.125,0,0,2,6,0,(),0.474014,-0.584121,-0.932858,0.964979
11,55,11,D0906,B,NYT_ENG_20050113.0017,22,0.06074,0.3,0.002525,0.01316,3,5,0,(),0.390548,0.127958,-0.515871,0.942149
14,55,14,D0906,B,NYT_ENG_20050113.0017,13,0.04049,0.3077,0,0,3,0,0,(),0.40502,-0.92032,-0.787381,0.993976
15,55,15,D0906,B,NYT_ENG_20050113.0017,26,0.06077,0.24,0,0,8,4,0,(),0.710777,0.805806,0.0129682,0.955504
16,55,16,D0906,B,NYT_ENG_20050113.0017,22,0.04554,0.2045,0,0,4,3,0,(),0.602854,0.577246,-0.0952714,0.964929
17,55,17,D0906,B,NYT_ENG_20050113.0017,24,0.07839,0.3229,0.007602,0.03261,3,6,0,(),1.51616,0.39762,0.302365,1.05116
18,55,18,D0906,B,NYT_ENG_20050113.0017,8,0.01521,0.1875,0,0,3,0,0,(),0.109449,-1.21827,-1.30421,0.962896
19,55,19,D0906,B,NYT_ENG_20050113.0017,8,0.03033,0.375,0.002551,0.03571,1,2,0,(),0.522139,-1.17357,-1.27803,1.01161
20,55,20,D0906,B,NYT_ENG_20050113.0017,27,0.09354,0.37,0.01276,0.05208,6,6,0,(),0.833545,0.70434,0.320361,0.974195
21,55,21,D0906,B,NYT_ENG_20050113.0017,12,0.007576,0.0625,0,0,2,0,0,(),0.473877,-1.25954,-1.32837,0.9851
22,55,22,D0906,B,NYT_ENG_20050113.0017,33,0.0861,0.2742,0.007655,0.025,5,9,0,(),1.72161,1.18661,0.95211,1.02987
23,55,23,D0906,B,NYT_ENG_20050113.0017,11,0.03536,0.3182,0.007653,0.075,0,0,0,(),0.514349,-1.42988,-1.42812,0.990978
24,55,24,D0906,B,NYT_ENG_20050113.0017,29,0.05066,0.1786,0.002604,0.009259,3,1,0,(),0.583886,0.127811,-0.515957,0.916086
25,55,25,D0906,B,NYT_ENG_20050113.0017,27,0.0985,0.3611,0.01528,0.05769,6,3,0,(),1.05697,0.279013,0.510185,1.0067
26,55,26,D0906,B,NYT_ENG_20050113.0017,23,0.07079,0.3333,0.01528,0.075,9,0,0,(),0.72691,0.283639,0.508466,0.998406
28,55,28,D0906,B,NYT_ENG_20050113.0017,31,0.09847,0.3362,0.03574,0.125,4,1,0,(),1.59473,0.258923,-0.00217917,1.00122
29,55,29,D0906,B,NYT_ENG_20050113.0017,23,0.08607,0.3864,0.007734,0.03571,5,2,0,(),1.77411,0.066206,0.217565,1.0733
30,55,30,D0906,B,NYT_ENG_20050113.0017,11,0.0177,0.1944,0.002551,0.03125,1,2,0,(),0.524066,-1.14673,-1.26232,0.991444
31,55,31,D0906,B,NYT_ENG_20050113.0017,32,0.08847,0.2917,0,0,9,0,0,(),0.656837,-0.00826168,0.234352,0.922349
32,55,32,D0906,B,NYT_ENG_20050113.0017,35,0.1114,0.3235,0.01278,0.03788,11,5,0,(),1.11913,1.1083,0.953685,0.968776
33,55,33,D0906,B,NYT_ENG_20050113.0017,11,0.04817,0.4318,0.005155,0.05,2,1,0,(),0.947112,-1.01954,-0.881664,1.0407
34,55,34,D0906,B,NYT_ENG_20050113.0017,26,0.04561,0.1875,0,0,3,4,0,(),0.762377,-0.142109,-0.393881,0.952586
35,55,35,D0906,B,NYT_ENG_20050113.0017,51,0.1039,0.2181,0.007627,0.0163,6,0,0,(),1.12633,0.659499,0.837737,0.892131
36,55,36,D0906,B,NYT_ENG_20050113.0017,21,0.05309,0.2625,0,0,5,2,0,(),0.658714,-0.43999,-0.477686,0.968943
37,55,37,D0906,B,NYT_ENG_20050113.0017,8,0.0025,0.04167,0,0,3,0,0,(),0.194847,-1.35741,-1.38569,0.976589
38,55,38,D0906,B,NYT_ENG_20050113.0017,28,0.0759,0.2679,0,0,4,12,0,(),1.24813,0.78985,0.0821521,0.968351
39,55,39,D0906,B,NYT_ENG_20050113.0017,26,0.07342,0.29,0.007759,0.03125,5,4,0,(),1.16784,0.118926,-0.000507904,0.99435
40,55,40,D0906,B,NYT_ENG_20050113.0017,10,0,0,0,0,3,3,0,(),0.236555,-1.30494,-1.35497,0.969725
41,55,41,D0906,B,NYT_ENG_20050113.0017,26,0.04298,0.1635,0,0,5,0,0,(),0.882245,-0.306154,-0.087848,0.971753
42,55,42,D0906,B,NYT_ENG_20050113.0017,37,0.07329,0.2132,0,0,7,3,0,(),0.849571,0.748038,0.865954,0.934956
43,55,43,D0906,B,NYT_ENG_20050113.0017,9,0.02538,0.2778,0.002604,0.03125,2,0,0,(),0.704211,-1.34262,-1.20214,1.01683
44,55,44,D0906,B,NYT_ENG_20050113.0017,19,0.02276,0.1324,0,0,4,2,0,(),0.94927,-0.375184,-0.683674,0.988748
45,55,45,D0906,B,NYT_ENG_20050113.0017,32,0.06061,0.2143,0.01021,0.03704,4,11,0,(),1.54643,0.776145,0.381467,0.994685
46,55,46,D0906,B,NYT_ENG_20050113.0017,19,0.07327,0.4028,0.01015,0.05882,7,1,0,(),1.30119,-0.14656,0.272374,1.05641
47,55,47,D0906,B,NYT_ENG_20050113.0017,9,0.02026,0.2222,0,0,1,0,0,(),0.438462,-1.22369,-1.30738,0.97072
48,55,48,D0906,B,NYT_ENG_20050113.0017,31,0.1089,0.3583,0.00768,0.02586,6,0,0,(),0.66386,-0.234755,0.0499565,0.931771
49,55,49,D0906,B,NYT_ENG_20050113.0017,16,0.04046,0.25,0.002551,0.01667,3,5,0,(),0.911546,-0.231891,-0.493616,1.00522
50,55,50,D0906,B,NYT_ENG_20050113.0017,42,0.08094,0.2162,0,0,11,4,0,(),1.09295,0.806459,0.372856,0.907215
51,55,51,D0906,B,NYT_ENG_20050113.0017,30,0.07079,0.2414,0,0,10,0,0,(),0.773809,0.287615,-0.0433865,0.932197
52,55,52,D0906,B,NYT_ENG_20050113.0017,25,0.0886,0.35,0.01023,0.04167,7,2,0,(),0.734712,0.155738,-0.154339,0.951089
53,55,53,D0906,B,NYT_ENG_20050113.0017,24,0.05069,0.2273,0.002604,0.0119,1,5,0,(),0.720522,-0.360589,-0.801959,0.936984
54,55,54,D0906,B,NYT_ENG_20050113.0017,9,0.007577,0.09375,0,0,1,1,0,(),0.0896174,-1.31978,-1.07058,0.952416
0,20,55,D0906,B,APW_ENG_20050115.0118,32,0.1216,0.3871,0.005076,0.01667,8,0,0,(),0.764763,0.275718,2.23594,1.08297
1,20,56,D0906,B,APW_ENG_20050115.0118,18,0.02026,0.125,0.002551,0.01667,3,2,0,(),0.382497,-0.982785,-0.840418,1.0152
2,20,57,D0906,B,APW_ENG_20050115.0118,8,0.005025,0.0625,0,0,1,0,0,(),0.25959,-1.33027,-1.18879,1.03005
3,20,58,D0906,B,APW_ENG_20050115.0118,31,0.1138,0.375,0.007602,0.02586,10,1,0,(),0.45433,0.388265,-0.252855,0.911031
4,20,59,D0906,B,APW_ENG_20050115.0118,9,0.04311,0.4722,0.002604,0.03125,2,0,0,(),0.743016,-1.1959,-0.956658,1.02526
5,20,60,D0906,B,APW_ENG_20050115.0118,10,0.04793,0.475,0.0101,0.1111,2,1,0,(),0.44132,-1.3276,-0.897766,1.01584
6,20,61,D0906,B,APW_ENG_20050115.0118,24,0.04304,0.1771,0,0,4,6,0,(),0.946547,-0.00195029,-0.192092,0.973323
7,20,62,D0906,B,APW_ENG_20050115.0118,15,0.03806,0.25,0,0,4,1,0,(),0.181712,-0.86297,-0.778156,0.963879
8,20,63,D0906,B,APW_ENG_20050115.0118,26,0.05059,0.2083,0,0,2,6,0,(),0.942009,-0.489456,-0.877422,0.956565
9,20,64,D0906,B,APW_ENG_20050115.0118,35,0.0961,0.2794,0,0,7,2,0,(),0.596972,0.446206,0.646767,0.932753
10,20,65,D0906,B,APW_ENG_20050115.0118,16,0.02273,0.15,0.002525,0.01786,2,4,0,(),0.518875,-0.518822,-0.742992,0.977244
11,20,66,D0906,B,APW_ENG_20050115.0118,32,0.05561,0.1833,0.005155,0.01724,4,0,0,(),0.625838,-0.681782,-0.464599,0.903469
12,20,67,D0906,B,APW_ENG_20050115.0118,21,0.03801,0.1875,0,0,4,2,0,(),0.154036,-0.533617,-0.739649,0.922571
13,20,68,D0906,B,APW_ENG_20050115.0118,11,0.0025,0.02778,0,0,0,1,0,(),0.558668,-1.53425,-1.37034,0.993783
14,20,69,D0906,B,APW_ENG_20050115.0118,36,0.03793,0.1042,0,0,1,0,0,(),0.677406,-0.408702,-0.59233,0.875108
15,20,70,D0906,B,APW_ENG_20050115.0118,13,0.03036,0.25,0.002525,0.02273,2,5,0,(),0.487959,-0.530495,-0.743143,0.984953
16,20,71,D0906,B,APW_ENG_20050115.0118,17,0.04046,0.2353,0.005051,0.03125,6,0,0,(),0.392603,-0.384955,-0.705645,0.939206
17,20,72,D0906,B,APW_ENG_20050115.0118,15,0.07857,0.5167,0.007627,0.05357,4,1,0,(),1.00334,-0.675805,0.171901,1.05988
18,20,73,D0906,B,APW_ENG_20050115.0118,22,0.07592,0.375,0,0,5,2,0,(),1.25815,-0.166816,0.781607,1.0444
19,20,74,D0906,B,APW_ENG_20050115.0118,33,0.1519,0.4839,0.046,0.15,13,0,1,(),1.4883,0.561375,0.481646,0.98924
0,31,75,D0906,B,LTW_ENG_20050126.0017,16,0.04314,0.2833,0,0,2,1,0,(),0.353464,-1.00486,-0.0137536,1.05753
1,31,76,D0906,B,LTW_ENG_20050126.0017,18,0.05814,0.3382,0.002551,0.01562,4,3,0,(),1.05283,-0.348565,-0.117447,1.0796
3,31,78,D0906,B,LTW_ENG_20050126.0017,17,0.07332,0.4265,0.01271,0.07812,3,4,0,(),1.92191,-0.569639,-0.286321,1.12415
4,31,79,D0906,B,LTW_ENG_20050126.0017,13,0.02778,0.2115,0,0,4,0,0,(),1.14142,-1.30202,-1.24388,1.02882
5,31,80,D0906,B,LTW_ENG_20050126.0017,15,0.07595,0.5,0,0,5,0,0,(),1.06301,-0.521871,0.255787,1.06791
6,31,81,D0906,B,LTW_ENG_20050126.0017,17,0.03538,0.2059,0.00768,0.04688,4,2,0,(),0.562309,-0.750378,-0.860661,0.984042
7,31,82,D0906,B,LTW_ENG_20050126.0017,25,0.1188,0.47,0.01533,0.0625,7,2,0,(),1.50749,-0.173541,-0.0131532,1.03167
8,31,83,D0906,B,LTW_ENG_20050126.0017,12,0.03278,0.2955,0.002525,0.025,2,4,0,(),1.08525,-0.85002,-0.815418,1.05394
9,31,84,D0906,B,LTW_ENG_20050126.0017,21,0.05054,0.25,0.005076,0.02632,2,2,0,(),0.471026,-0.637669,-0.798336,0.936955
10,31,85,D0906,B,LTW_ENG_20050126.0017,14,0.02278,0.1607,0,0,2,2,0,(),0.359154,-0.6623,-0.978639,0.95564
11,31,86,D0906,B,LTW_ENG_20050126.0017,16,0.05309,0.3281,0.007602,0.05,4,1,0,(),1.10034,-0.821872,-0.890665,1.02682
12,31,87,D0906,B,LTW_ENG_20050126.0017,16,0.03538,0.2333,0,0,3,2,0,(),0.780111,-0.856578,-0.802168,0.988085
13,31,88,D0906,B,LTW_ENG_20050126.0017,21,0.07857,0.369,0.005076,0.025,7,1,0,(),0.990979,-0.266262,-0.250484,0.993278
15,31,90,D0906,B,LTW_ENG_20050126.0017,12,0.02781,0.2292,0,0,3,1,0,(),0.136016,-0.876187,-0.859627,0.953429
17,31,92,D0906,B,LTW_ENG_20050126.0017,28,0.06074,0.2308,0.002551,0.01,5,2,0,(),0.315002,-0.111243,-0.266639,0.898571
18,31,93,D0906,B,LTW_ENG_20050126.0017,16,0.02778,0.1833,0,0,3,0,0,(),0.744887,-0.94921,-0.890212,0.978169
20,31,95,D0906,B,LTW_ENG_20050126.0017,26,0.06321,0.25,0.002551,0.01042,6,4,0,(),0.415696,0.441245,0.289425,0.941438
21,31,96,D0906,B,LTW_ENG_20050126.0017,21,0.04567,0.2143,0,0,2,2,0,(),0.414571,-0.0445365,-0.305068,0.934995
22,31,97,D0906,B,LTW_ENG_20050126.0017,24,0.07845,0.369,0.01018,0.05,4,3,0,(),0.611072,-0.0808186,-0.11945,0.956877
23,31,98,D0906,B,LTW_ENG_20050126.0017,11,0.01271,0.125,0,0,1,4,0,(),0.201343,-0.853865,-1.09082,0.948285
24,31,99,D0906,B,LTW_ENG_20050126.0017,33,0.08087,0.2581,0.005076,0.01667,7,7,0,(),0.334003,1.22628,0.467799,0.88097
25,31,100,D0906,B,LTW_ENG_20050126.0017,13,0.03031,0.2308,0,0,1,0,0,(),0.396857,-0.907149,-0.929108,0.973672
26,31,101,D0906,B,LTW_ENG_20050126.0017,8,0.02026,0.25,0,0,3,0,0,(),0.219782,-1.15986,-1.27001,0.960137
27,31,102,D0906,B,LTW_ENG_20050126.0017,23,0.05816,0.2738,0,0,6,0,0,(),0.134941,0.167895,-0.299572,0.895915
28,31,103,D0906,B,LTW_ENG_20050126.0017,10,0.01518,0.15,0,0,2,0,0,(),0.23052,-1.44038,-1.43427,0.963118
29,31,104,D0906,B,LTW_ENG_20050126.0017,25,0.02783,0.1146,0,0,6,0,0,(),0.636794,-0.0930813,-0.358324,0.925905
30,31,105,D0906,B,LTW_ENG_20050126.0017,11,0.01263,0.1136,0,0,3,0,0,(),0.244566,-0.894986,-0.921985,0.968945
0,54,106,D0906,B,NYT_ENG_20050221.0264,32,0.1596,0.525,0.02825,0.09483,9,2,0,(),1.56468,0.840229,3.22765,1.19775
1,54,107,D0906,B,NYT_ENG_20050221.0264,29,0.1012,0.3571,0.01018,0.03704,5,4,0,(),1.7038,-0.192751,0.0674751,1.09372
2,54,108,D0906,B,NYT_ENG_20050221.0264,34,0.0935,0.2984,0.005129,0.01667,4,11,0,(),1.75017,1.13874,0.889607,1.08261
3,54,109,D0906,B,NYT_ENG_20050221.0264,20,0.04046,0.2,0.005129,0.02632,4,4,0,(),1.68492,-0.184316,-0.0461922,1.07052
6,54,112,D0906,B,NYT_ENG_20050221.0264,8,0.02788,0.3438,0,0,4,0,0,(),0.413093,-1.20028,-1.29367,0.99229
7,54,113,D0906,B,NYT_ENG_20050221.0264,8,0.01771,0.2188,0.005129,0.07143,4,2,0,(),1.52152,-0.793709,-0.710212,1.10392
8,54,114,D0906,B,NYT_ENG_20050221.0264,15,0.04049,0.3077,0,0,6,0,0,(),1.02912,-0.428387,-0.391026,1.03109
9,54,115,D0906,B,NYT_ENG_20050221.0264,19,0.05059,0.2778,0,0,9,0,0,(),0.888353,0.314576,0.108231,1.02244
10,54,116,D0906,B,NYT_ENG_20050221.0264,30,0.04296,0.1635,0.005155,0.02,3,6,0,(),1.20248,0.512165,0.0235648,0.982367
11,54,117,D0906,B,NYT_ENG_20050221.0264,18,0.03283,0.1912,0,0,2,1,0,(),0.66401,-0.796226,-1.05706,0.960746
12,54,118,D0906,B,NYT_ENG_20050221.0264,32,0.05061,0.1724,0,0,7,5,0,(),1.0688,1.30077,0.743126,0.974897
13,54,119,D0906,B,NYT_ENG_20050221.0264,28,0.07584,0.2885,0.005076,0.02,6,6,0,(),0.85025,0.479177,-0.3102,0.949853
14,54,120,D0906,B,NYT_ENG_20050221.0264,33,0.07327,0.2339,0.005102,0.01667,5,6,0,(),1.49789,0.25802,0.222768,1.00042
15,54,121,D0906,B,NYT_ENG_20050221.0264,22,0.02781,0.131,0,0,4,5,0,(),1.32479,0.197399,-0.338593,1.00423
16,54,122,D0906,B,NYT_ENG_20050221.0264,31,0.06569,0.2241,0.002604,0.008929,7,2,0,(),1.19269,0.710072,0.849955,1.00262
17,54,123,D0906,B,NYT_ENG_20050221.0264,15,0.04054,0.2667,0.002604,0.01786,3,2,0,(),0.730595,-0.816541,-0.932347,0.98485
19,54,125,D0906,B,NYT_ENG_20050221.0264,38,0.1111,0.2821,0,0,10,1,0,(),2.01512,0.228648,-0.177277,0.999491
20,54,126,D0906,B,NYT_ENG_20050221.0264,30,0.05056,0.1613,0.005129,0.01667,6,7,0,(),1.92886,0.370305,-0.0285759,1.03694
21,54,127,D0906,B,NYT_ENG_20050221.0264,15,0.03288,0.2321,0,0,5,0,0,(),1.08216,-1.05682,-1.20967,1.02062
22,54,128,D0906,B,NYT_ENG_20050221.0264,18,0.03788,0.2206,0.005051,0.03125,8,1,0,(),0.90122,-0.542982,-0.211434,1.02576
23,54,129,D0906,B,NYT_ENG_20050221.0264,36,0.1017,0.2941,0.02596,0.07576,7,6,0,(),1.55262,1.07649,1.14806,1.01152
24,54,130,D0906,B,NYT_ENG_20050221.0264,13,0.02281,0.1875,0,0,3,1,0,(),0.910214,-1.02133,-1.01879,1.02298
25,54,131,D0906,B,NYT_ENG_20050221.0264,17,0.05064,0.3125,0.002604,0.01667,2,0,0,(),1.15522,-1.02163,-0.648073,1.01999
26,54,132,D0906,B,NYT_ENG_20050221.0264,28,0.07589,0.3,0.005129,0.02083,2,11,0,(),1.86996,0.463587,0.0260491,1.04072
27,54,133,D0906,B,NYT_ENG_20050221.0264,14,0.03031,0.25,0.01023,0.09091,1,5,0,(),0.915413,-0.419758,-0.49699,1.03248
28,54,134,D0906,B,NYT_ENG_20050221.0264,13,0.01265,0.1136,0,0,3,1,0,(),1.16683,-1.07105,-1.0479,1.02547
29,54,135,D0906,B,NYT_ENG_20050221.0264,16,0.005025,0.03333,0,0,3,3,0,(),0.568072,-0.445794,-0.851854,0.974449
30,54,136,D0906,B,NYT_ENG_20050221.0264,21,0.04046,0.2222,0,0,7,1,0,(),1.24535,-0.315122,-0.47563,1.01634
31,54,137,D0906,B,NYT_ENG_20050221.0264,21,0.06082,0.3,0,0,8,2,0,(),0.945663,0.420782,0.127111,1.00586
32,54,138,D0906,B,NYT_ENG_20050221.0264,30,0.07092,0.25,0,0,3,9,0,(),1.1848,0.646443,0.0609769,0.969687
34,54,140,D0906,B,NYT_ENG_20050221.0264,30,0.07082,0.2593,0,0,8,5,0,(),0.829858,1.23493,0.408811,0.945194
35,54,141,D0906,B,NYT_ENG_20050221.0264,16,0.05319,0.35,0.01023,0.07143,5,0,0,(),0.901472,-0.868489,-0.620855,1.00149
36,54,142,D0906,B,NYT_ENG_20050221.0264,41,0.07845,0.2153,0.005076,0.01429,10,4,0,(),1.01789,1.51217,0.700014,0.911841
37,54,143,D0906,B,NYT_ENG_20050221.0264,28,0.09102,0.3333,0.005076,0.01923,5,4,0,(),1.25876,0.36503,0.712657,1.01731
38,54,144,D0906,B,NYT_ENG_20050221.0264,15,0.06582,0.4643,0.005129,0.03846,4,1,0,(),1.63429,-0.906028,-0.224913,1.10311
39,54,145,D0906,B,NYT_ENG_20050221.0264,27,0.05822,0.23,0.002551,0.01042,4,3,0,(),0.62305,0.162111,-0.058087,0.940723
40,54,146,D0906,B,NYT_ENG_20050221.0264,18,0.03296,0.1912,0,0,2,0,0,(),0.552621,-0.59428,-0.701631,0.950345
41,54,147,D0906,B,NYT_ENG_20050221.0264,30,0.09125,0.3333,0.01276,0.04808,5,2,0,(),1.78595,0.228337,0.360339,1.03303
42,54,148,D0906,B,NYT_ENG_20050221.0264,21,0.07842,0.369,0.01015,0.05,6,2,0,(),0.658841,0.0954946,-0.187283,0.968556
43,54,149,D0906,B,NYT_ENG_20050221.0264,22,0.04051,0.2,0.002551,0.01316,4,2,0,(),0.969625,-0.257479,-0.306137,0.988451
44,54,150,D0906,B,NYT_ENG_20050221.0264,23,0.05811,0.2614,0,0,3,5,0,(),0.771098,0.0947489,-0.0795727,0.97074
45,54,151,D0906,B,NYT_ENG_20050221.0264,33,0.1037,0.3203,0.01023,0.03226,5,9,0,(),1.27776,1.48974,1.5385,1.00236
46,54,152,D0906,B,NYT_ENG_20050221.0264,25,0.0785,0.3229,0.005155,0.02174,0,11,0,(),1.1586,0.491766,0.0935525,0.991122
47,54,153,D0906,B,NYT_ENG_20050221.0264,20,0.04806,0.2375,0.005129,0.02632,5,7,0,(),1.43333,0.551074,0.0772808,1.03826
48,54,154,D0906,B,NYT_ENG_20050221.0264,19,0.05319,0.2917,0,0,2,6,0,(),0.761769,-0.0976271,-0.297739,0.969436
49,54,155,D0906,B,NYT_ENG_20050221.0264,22,0.04799,0.2375,0,0,5,2,0,(),1.73029,0.498784,0.17199,1.05696
50,54,156,D0906,B,NYT_ENG_20050221.0264,20,0.05571,0.2895,0.005102,0.02778,8,0,0,(),0.612736,0.0908852,0.201805,0.966861
51,54,157,D0906,B,NYT_ENG_20050221.0264,39,0.09605,0.2714,0.005076,0.01471,9,7,0,(),0.527904,1.51776,0.297986,0.865662
52,54,158,D0906,B,NYT_ENG_20050221.0264,28,0.05561,0.2115,0.002604,0.01,3,0,0,(),0.794449,-0.793016,-1.05518,0.919768
53,54,159,D0906,B,NYT_ENG_20050221.0264,23,0.04559,0.2143,0.002604,0.0125,1,14,0,(),0.589424,0.858137,-0.0882843,0.941214
0,14,160,D0906,B,AFP_ENG_20050221.0700,29,0.1116,0.3793,0.01023,0.03571,8,3,0,(),1.87525,0.985287,3.48249,1.25761
1,14,161,D0906,B,AFP_ENG_20050221.0700,35,0.09615,0.2794,0.005076,0.01515,10,3,0,(),1.07983,1.44891,1.36284,1.03214
2,14,162,D0906,B,AFP_ENG_20050221.0700,27,0.0861,0.34,0.005076,0.02083,7,0,0,(),0.675941,0.162531,0.145223,1.00913
3,14,163,D0906,B,AFP_ENG_20050221.0700,49,0.1315,0.2889,0.01791,0.03977,12,8,0,(),1.57199,3.29908,3.13821,0.996402
