position,doc_sents,sent_id,group,set,doc_id,num_words,R1.R,R1.P,R2.R,R2.P,nouns,prpns,target,lexrank,tfisf,btfisf,scores
0,43,159,d30006,A,NYT19981018.0175,52,0.2103,0.4559,0.04793,0.105,14,4,0,2.07686,2.19295,4.55812,1.05621
1,43,160,d30006,A,NYT19981018.0175,43,0.1715,0.4872,0.02949,0.08553,9,3,0,2.12621,1.2168,1.67283,1.0544
3,43,162,d30006,A,NYT19981018.0175,18,0.1174,0.7222,0.04999,0.3235,4,1,0,1.33526,-0.565189,0.0224187,1.0356
4,43,163,d30006,A,NYT19981018.0175,12,0.03633,0.3077,0,0,2,4,0,0.644237,-0.957579,-1.0247,0.999345
5,43,164,d30006,A,NYT19981018.0175,17,0.06762,0.4688,0.009029,0.06667,3,2,0,1.59426,-0.475262,-0.399221,1.04581
6,43,165,d30006,A,NYT19981018.0175,27,0.06998,0.31,0.004505,0.02083,7,0,0,0.280105,0.0300688,-0.374602,0.958603
7,43,166,d30006,A,NYT19981018.0175,27,0.0701,0.3229,0.01362,0.06522,6,2,0,1.80677,-0.135742,-0.196342,1.04478
8,43,167,d30006,A,NYT19981018.0175,9,0.02933,0.3611,0.004589,0.0625,1,0,0,0.717641,-1.27138,-1.23318,1.00573
9,43,168,d30006,A,NYT19981018.0175,10,0.03381,0.375,0.006777,0.08333,1,0,0,0.942216,-1.57359,-1.50666,1.01802
10,43,169,d30006,A,NYT19981018.0175,14,0.04076,0.3214,0,0,2,0,0,0.225583,-1.12662,-1.18144,0.972459
11,43,170,d30006,A,NYT19981018.0175,8,0.01591,0.25,0,0,1,0,0,0.3772,-1.6044,-1.6431,0.987613
12,43,171,d30006,A,NYT19981018.0175,12,0.03396,0.3125,0,0,2,1,0,0.254989,-1.0657,-0.964545,0.976261
13,43,172,d30006,A,NYT19981018.0175,10,0.02494,0.3056,0.004589,0.0625,1,0,0,0.149656,-1.28699,-1.19902,0.972546
14,43,173,d30006,A,NYT19981018.0175,10,0.02263,0.25,0.006861,0.08333,2,0,0,0.479173,-1.31126,-1.29602,0.989393
15,43,174,d30006,A,NYT19981018.0175,17,0.05867,0.4062,0.01139,0.08333,4,1,0,1.44813,-0.569853,-0.576191,1.0328
16,43,175,d30006,A,NYT19981018.0175,20,0.06775,0.375,0.01137,0.06579,3,3,0,1.24714,-0.556218,-0.23956,1.02086
17,43,176,d30006,A,NYT19981018.0175,23,0.07219,0.3478,0,0,8,0,0,1.48357,0.092757,0.397405,1.02835
18,43,177,d30006,A,NYT19981018.0175,25,0.09714,0.4479,0.01126,0.05435,10,0,0,1.27147,0.0926027,0.160711,1.01258
19,43,178,d30006,A,NYT19981018.0175,23,0.09724,0.4886,0.01372,0.07143,7,0,0,1.04596,-0.23954,0.131154,1.0049
20,43,179,d30006,A,NYT19981018.0175,16,0.06314,0.4375,0.002252,0.01667,5,0,0,1.3437,-1.01355,-0.760433,1.02958
21,43,180,d30006,A,NYT19981018.0175,32,0.1286,0.4453,0.009009,0.03226,8,0,0,0.631533,0.504215,0.338064,0.96636
22,43,181,d30006,A,NYT19981018.0175,25,0.08132,0.375,0.01823,0.08696,5,1,0,1.37206,-0.28915,0.00139002,1.01891
23,43,182,d30006,A,NYT19981018.0175,9,0.02486,0.3056,0.006861,0.09375,1,0,0,0.483816,-1.32885,-1.15018,0.987984
24,43,183,d30006,A,NYT19981018.0175,25,0.1106,0.5104,0.02968,0.1413,5,1,0,1.66677,-0.134403,0.202361,1.03427
25,43,184,d30006,A,NYT19981018.0175,31,0.0949,0.35,0.01579,0.06034,6,2,0,1.36819,0.405492,0.489815,1.00748
26,43,185,d30006,A,NYT19981018.0175,9,0.01122,0.1562,0,0,0,1,0,0.719378,-1.54274,-1.59525,0.998397
27,43,186,d30006,A,NYT19981018.0175,16,0.04305,0.2969,0,0,3,0,0,0.461514,-1.45117,-1.43706,0.977832
28,43,187,d30006,A,NYT19981018.0175,44,0.1309,0.3625,0.009029,0.02564,7,1,0,1.9541,0.788679,0.85038,1.02388
29,43,188,d30006,A,NYT19981018.0175,24,0.09033,0.4348,0.004609,0.02273,6,1,0,1.16738,-0.113775,0.0179934,1.00387
30,43,189,d30006,A,NYT19981018.0175,36,0.07238,0.25,0.006861,0.02419,8,2,0,0.812781,-0.139978,-0.312146,0.970966
31,43,190,d30006,A,NYT19981018.0175,32,0.06332,0.25,0.006861,0.02778,6,6,0,0.254304,0.245432,-0.136334,0.942659
32,43,191,d30006,A,NYT19981018.0175,14,0.03398,0.2885,0,0,2,1,0,0.620868,-1.06872,-1.22736,0.983425
33,43,192,d30006,A,NYT19981018.0175,24,0.05202,0.25,0,0,2,0,0,0.462121,-0.703359,-0.562914,0.965801
34,43,193,d30006,A,NYT19981018.0175,26,0.08351,0.4022,0.004589,0.02273,7,3,0,1.57979,0.463447,0.428079,1.01941
35,43,194,d30006,A,NYT19981018.0175,32,0.1422,0.4922,0.01135,0.04032,12,1,0,1.35886,1.00353,0.914043,0.998958
36,43,195,d30006,A,NYT19981018.0175,25,0.0656,0.3021,0.002252,0.01087,5,0,0,0.433983,-0.343344,-0.259295,0.960926
37,43,196,d30006,A,NYT19981018.0175,18,0.01577,0.1029,0,0,1,1,0,1.11196,-0.915379,-1.10836,1.00288
38,43,197,d30006,A,NYT19981018.0175,25,0.09249,0.4271,0.009009,0.04348,6,0,0,1.32614,-0.563816,-0.634323,1.00758
39,43,198,d30006,A,NYT19981018.0175,9,0.0429,0.5278,0,0,2,0,0,0.30643,-1.22787,-1.16579,0.970736
41,43,200,d30006,A,NYT19981018.0175,10,0.03398,0.4167,0.002336,0.03125,1,0,0,0.148078,-1.43212,-1.5094,0.960144
42,43,201,d30006,A,NYT19981018.0175,34,0.1581,0.5469,0.03397,0.121,9,0,0,1.97585,0.438607,0.459283,1.03025
0,55,202,d30006,A,NYT19981006.0396,14,0.02484,0.1964,0.002252,0.01923,3,2,0,0.41102,-0.658899,0.131516,0.997454
1,55,203,d30006,A,NYT19981006.0396,13,0.03166,0.2692,0,0,2,0,0,0.414581,-1.18314,-1.22904,0.992829
2,55,204,d30006,A,NYT19981006.0396,33,0.1176,0.4194,0.02063,0.075,8,7,0,1.19128,1.37762,1.81165,1.01865
3,55,205,d30006,A,NYT19981006.0396,33,0.1061,0.3672,0.01137,0.04032,9,1,0,1.16434,0.584471,0.509424,1.00252
4,55,206,d30006,A,NYT19981006.0396,25,0.06775,0.3571,0.006757,0.0375,3,1,0,1.22549,-0.484993,-0.321254,1.01838
5,55,207,d30006,A,NYT19981006.0396,10,0.04069,0.45,0,0,4,0,0,0.319979,-1.26429,-1.37915,0.984267
6,55,208,d30006,A,NYT19981006.0396,11,0.05194,0.5227,0.004525,0.05,1,0,0,0.959839,-1.34056,-1.14448,1.02003
7,55,209,d30006,A,NYT19981006.0396,15,0.05189,0.4107,0.01816,0.1538,2,0,0,0.967951,-1.04548,-0.975603,1.01417
8,55,210,d30006,A,NYT19981006.0396,18,0.07455,0.4583,0.01825,0.1176,4,3,0,1.37768,-0.408915,-0.314494,1.03226
9,55,211,d30006,A,NYT19981006.0396,31,0.1263,0.4516,0.01804,0.06667,8,2,0,1.23659,1.02195,1.31689,1.00774
10,55,212,d30006,A,NYT19981006.0396,16,0.08368,0.6167,0.02724,0.2143,5,0,0,1.43197,-0.457405,0.129371,1.04054
11,55,213,d30006,A,NYT19981006.0396,31,0.09941,0.3667,0.02275,0.08621,5,1,0,1.06645,0.495632,0.444746,0.996317
12,55,214,d30006,A,NYT19981006.0396,14,0.02941,0.2708,0,0,5,2,0,1.01433,-0.968691,-1.04813,1.01543
13,55,215,d30006,A,NYT19981006.0396,10,0.01813,0.2,0,0,2,0,0,0.0637855,-1.1551,-1.29441,0.967141
14,55,216,d30006,A,NYT19981006.0396,28,0.05878,0.25,0.01364,0.06,5,1,0,1.14752,-0.169594,-0.249149,1.00493
15,55,217,d30006,A,NYT19981006.0396,8,0.01581,0.2188,0,0,1,0,0,0.383219,-1.14224,-1.28443,0.985124
16,55,218,d30006,A,NYT19981006.0396,9,0.009031,0.1111,0,0,0,0,0,1.33353,-1.5167,-1.57504,1.03794
17,55,219,d30006,A,NYT19981006.0396,19,0.05886,0.3611,0,0,5,0,0,0.599899,-0.77226,-0.891252,0.984895
18,55,220,d30006,A,NYT19981006.0396,17,0.05648,0.3906,0.01362,0.1,2,0,0,1.0754,-1.10746,-0.87554,1.0159
19,55,221,d30006,A,NYT19981006.0396,38,0.1491,0.4714,0.0434,0.1397,7,2,0,1.21944,1.50537,1.18554,0.989736
20,55,222,d30006,A,NYT19981006.0396,8,0.03152,0.4375,0.002252,0.03571,3,0,0,0.389103,-1.20743,-1.24312,0.985208
21,55,223,d30006,A,NYT19981006.0396,22,0.08571,0.4318,0.01362,0.07143,5,0,0,1.32744,-0.0427977,-0.047632,1.01839
22,55,224,d30006,A,NYT19981006.0396,17,0.03615,0.25,0,0,1,0,0,0.856403,-0.948318,-0.883553,1.00044
23,55,225,d30006,A,NYT19981006.0396,13,0.04522,0.4167,0.006777,0.06818,1,0,0,0.699379,-1.21155,-1.24956,0.995685
24,55,226,d30006,A,NYT19981006.0396,15,0.04749,0.4375,0.002252,0.02273,2,0,0,1.36623,-1.22691,-1.2376,1.03052
25,55,227,d30006,A,NYT19981006.0396,12,0.04067,0.375,0,0,1,0,0,0.456097,-1.3443,-1.44124,0.982941
26,55,228,d30006,A,NYT19981006.0396,15,0.02947,0.25,0,0,2,1,0,0.655005,-1.38373,-1.27961,0.992434
29,55,231,d30006,A,NYT19981006.0396,27,0.06779,0.2885,0,0,5,0,0,0.433456,-0.529704,-0.72191,0.963044
30,55,232,d30006,A,NYT19981006.0396,10,0.03615,0.4444,0.004505,0.0625,4,0,0,1.54541,-1.20386,-1.01738,1.04557
31,55,233,d30006,A,NYT19981006.0396,23,0.04514,0.2273,0,0,1,0,0,0.881578,-0.524309,-0.470266,0.991252
32,55,234,d30006,A,NYT19981006.0396,9,0.0249,0.3056,0,0,2,0,0,0.596892,-1.51812,-1.45674,0.993167
35,55,237,d30006,A,NYT19981006.0396,24,0.01808,0.09524,0,0,4,10,0,0.398311,0.936225,0.692726,0.958009
37,55,239,d30006,A,NYT19981006.0396,25,0.04753,0.2283,0,0,7,0,0,0.152994,0.15254,-0.171214,0.944749
38,55,240,d30006,A,NYT19981006.0396,11,0.01817,0.2,0,0,2,0,0,0.0864718,-1.29498,-1.40297,0.960063
39,55,241,d30006,A,NYT19981006.0396,10,0.002232,0.02778,0,0,0,3,0,0.211271,-0.956505,-1.14028,0.965601
42,55,244,d30006,A,NYT19981006.0396,8,0.01804,0.25,0,0,1,0,0,0.334707,-1.55365,-1.5326,0.976452
43,55,245,d30006,A,NYT19981006.0396,29,0.1017,0.4018,0.01128,0.0463,6,3,0,0.583267,0.255327,0.423488,0.965095
44,55,246,d30006,A,NYT19981006.0396,26,0.08812,0.375,0.01821,0.08,6,2,0,1.57088,0.083312,-0.103575,1.0186
45,55,247,d30006,A,NYT19981006.0396,16,0.04745,0.35,0.006841,0.05357,3,2,0,1.40621,-0.69321,-0.660157,1.02339
46,55,248,d30006,A,NYT19981006.0396,17,0.06097,0.3971,0.009114,0.0625,4,1,0,0.336181,-0.755337,-0.483855,0.966332
47,55,249,d30006,A,NYT19981006.0396,27,0.1038,0.4259,0.04557,0.1923,4,5,0,1.39283,0.291789,0.993125,1.0133
48,55,250,d30006,A,NYT19981006.0396,10,0.02036,0.225,0.002336,0.02778,3,1,0,0.44169,-0.912442,-0.440053,0.979931
49,55,251,d30006,A,NYT19981006.0396,26,0.06774,0.3,0.006777,0.03125,6,0,0,1.01835,0.318311,0.251349,0.986543
50,55,252,d30006,A,NYT19981006.0396,14,0.0317,0.2692,0.004505,0.04167,0,0,0,0.693131,-1.2947,-1.06816,0.98763
51,55,253,d30006,A,NYT19981006.0396,12,0.02709,0.2727,0,0,1,0,0,1.03847,-1.19206,-1.21799,1.00577
52,55,254,d30006,A,NYT19981006.0396,19,0.05648,0.3676,0.004525,0.03125,1,3,0,0.495705,-0.653162,-0.904854,0.96632
53,55,255,d30006,A,NYT19981006.0396,15,0.01583,0.1167,0,0,2,0,0,0.917543,-1.14207,-1.2843,0.994634
54,55,256,d30006,A,NYT19981006.0396,15,0.02269,0.1786,0.002273,0.01923,0,2,0,0.539222,-0.994611,-1.16985,0.973272
0,22,257,d30006,A,NYT19981008.0461,30,0.1109,0.4083,0.02968,0.1121,7,4,0,0.733829,0.556247,2.01765,1.00107
1,22,258,d30006,A,NYT19981008.0461,36,0.09724,0.3071,0.004505,0.01471,9,1,0,1.22927,1.30069,1.39232,1.00718
2,22,259,d30006,A,NYT19981008.0461,32,0.1265,0.4516,0.01364,0.05,8,1,0,1.09379,0.700554,1.22851,1.01549
3,22,260,d30006,A,NYT19981008.0461,27,0.09267,0.41,0.01816,0.08333,7,3,0,1.74414,0.34439,0.665168,1.04339
4,22,261,d30006,A,NYT19981008.0461,10,0.04305,0.475,0,0,2,0,0,0.368506,-1.05597,-1.10092,0.984656
5,22,262,d30006,A,NYT19981008.0461,24,0.06773,0.3261,0,0,5,1,0,0.954528,-0.43463,-0.512662,0.999875
6,22,263,d30006,A,NYT19981008.0461,23,0.05417,0.2609,0,0,3,1,0,1.05563,-0.219368,-0.451631,1.00315
7,22,264,d30006,A,NYT19981008.0461,18,0.03391,0.2344,0,0,2,1,0,0.908327,-1.33479,-1.12762,1.00672
8,22,265,d30006,A,NYT19981008.0461,12,0.02937,0.2708,0,0,2,0,0,0.626912,-1.63658,-1.48381,0.997
9,22,266,d30006,A,NYT19981008.0461,30,0.1153,0.425,0.01135,0.0431,9,2,0,1.46853,0.202214,0.184156,1.01769
10,22,267,d30006,A,NYT19981008.0461,31,0.052,0.213,0,0,9,8,0,1.21447,0.785821,0.820561,1.0012
11,22,268,d30006,A,NYT19981008.0461,33,0.1333,0.4758,0.01821,0.06667,8,4,0,1.84764,0.559829,0.644281,1.03373
12,22,269,d30006,A,NYT19981008.0461,33,0.07008,0.25,0.004505,0.01667,7,2,0,0.354608,0.434853,0.0831512,0.948998
13,22,270,d30006,A,NYT19981008.0461,28,0.04507,0.1852,0.002252,0.009615,4,1,0,0.610893,-0.0928778,-0.294627,0.968634
15,22,272,d30006,A,NYT19981008.0461,19,0.04514,0.2778,0,0,4,0,0,0.418252,-0.656858,-0.907722,0.966957
16,22,273,d30006,A,NYT19981008.0461,13,0.02482,0.2292,0.002252,0.02273,1,0,0,0.663601,-1.2204,-1.24217,0.988276
18,22,275,d30006,A,NYT19981008.0461,46,0.07911,0.1989,0.006861,0.01744,8,0,0,0.727087,1.11308,0.639274,0.947805
19,22,276,d30006,A,NYT19981008.0461,9,0.009031,0.125,0,0,2,0,0,0.593049,-1.44009,-1.51559,0.986468
20,22,277,d30006,A,NYT19981008.0461,12,0.02707,0.25,0,0,1,0,0,1.1833,-1.25227,-1.36982,1.01355
21,22,278,d30006,A,NYT19981008.0461,28,0.09029,0.3571,0.01812,0.07407,5,2,0,1.74562,-0.0799497,-0.022262,1.02582
0,22,279,d30006,A,APW19981018.0888,36,0.1491,0.4853,0.05698,0.1894,7,8,0,2.06743,1.04524,2.77666,1.07108
1,22,280,d30006,A,APW19981018.0888,28,0.09695,0.4135,0.02949,0.13,3,0,0,1.79723,-0.125131,-0.0155259,1.05142
2,22,281,d30006,A,APW19981018.0888,11,0.04747,0.4773,0.006757,0.075,3,1,0,1.74651,-0.99128,-0.776095,1.07736
3,22,282,d30006,A,APW19981018.0888,22,0.04974,0.275,0.01137,0.06579,5,2,0,1.90072,-0.387966,-0.484894,1.05634
4,22,283,d30006,A,APW19981018.0888,21,0.05204,0.2738,0.009177,0.05,3,0,0,1.11331,-0.948893,-0.857327,1.01515
5,22,284,d30006,A,APW19981018.0888,38,0.09724,0.2905,0.00905,0.02778,5,0,0,0.906311,0.0986751,-0.20882,0.979673
6,22,285,d30006,A,APW19981018.0888,17,0.02949,0.2031,0,0,2,0,0,0.58875,-1.21902,-1.16381,0.98939
7,22,286,d30006,A,APW19981018.0888,16,0.0497,0.3667,0.004505,0.03571,2,2,0,1.80933,-0.859999,-0.746131,1.05688
8,22,287,d30006,A,APW19981018.0888,17,0.05878,0.4062,0.01362,0.1,3,0,0,1.73732,-0.815633,-0.801241,1.04964
9,22,288,d30006,A,APW19981018.0888,20,0.0744,0.4342,0.01126,0.06944,4,1,0,0.957805,-0.442169,-0.219885,1.00289
10,22,289,d30006,A,APW19981018.0888,18,0.06326,0.4118,0.002252,0.01562,4,1,0,0.813215,-0.467765,-0.644561,0.993119
11,22,290,d30006,A,APW19981018.0888,24,0.07004,0.337,0.002252,0.01136,5,3,0,1.20305,-0.0229203,0.297394,1.0104
12,22,291,d30006,A,APW19981018.0888,34,0.1085,0.3636,0.01137,0.03906,7,5,0,1.21155,0.44521,0.245777,0.994957
13,22,292,d30006,A,APW19981018.0888,37,0.113,0.3571,0.009114,0.02941,4,1,0,1.70809,0.0804566,-0.106402,1.01854
14,22,293,d30006,A,APW19981018.0888,28,0.09023,0.3704,0.01829,0.07692,6,3,0,1.28247,0.199784,0.597697,1.00821
15,22,294,d30006,A,APW19981018.0888,37,0.1355,0.4167,0.01137,0.03571,11,0,0,1.5092,1.02094,1.50782,1.00882
16,22,295,d30006,A,APW19981018.0888,23,0.07238,0.3636,0.002252,0.0119,6,3,0,0.930756,0.0351768,0.0184074,0.989689
17,22,296,d30006,A,APW19981018.0888,20,0.07888,0.4375,0,0,4,0,0,0.813778,-0.813734,-0.927867,0.986995
18,22,297,d30006,A,APW19981018.0888,27,0.09934,0.4231,0.01153,0.05,5,1,0,1.11058,-0.126107,-0.183704,0.993564
20,22,299,d30006,A,APW19981018.0888,19,0.08798,0.5132,0.006777,0.04167,6,1,0,0.872559,-0.209993,-0.201311,0.987911
21,22,300,d30006,A,APW19981018.0888,54,0.1785,0.3726,0.02273,0.04808,12,4,0,1.77844,2.66894,2.87247,0.99415
0,32,301,d30006,A,NYT19981021.0014,22,0.07922,0.4167,0.01829,0.1,6,3,0,1.16562,-0.124689,0.960711,1.03214
1,32,302,d30006,A,NYT19981021.0014,19,0.08579,0.5588,0.02054,0.1406,2,0,0,0.774736,-1.28091,-1.14017,1.0081
2,32,303,d30006,A,NYT19981021.0014,25,0.08816,0.4239,0.02046,0.1023,6,0,0,0.6075,-0.567947,-0.395237,0.997745
3,32,304,d30006,A,NYT19981021.0014,22,0.07463,0.4125,0.006861,0.03947,3,0,0,0.540103,-1.05744,-1.01042,0.984676
4,32,305,d30006,A,NYT19981021.0014,12,0.03391,0.3125,0,0,4,0,0,0.174612,-0.564943,-0.729415,0.971071
5,32,306,d30006,A,NYT19981021.0014,20,0.03162,0.1842,0,0,6,0,0,1.19716,-0.55224,-0.612386,1.01908
6,32,307,d30006,A,NYT19981021.0014,21,0.07893,0.4375,0,0,5,1,0,1.15419,-0.171173,-0.418248,1.01217
9,32,310,d30006,A,NYT19981021.0014,9,0.01362,0.1875,0.002336,0.03571,4,0,0,0.066859,-1.1882,-1.19697,0.968919
10,32,311,d30006,A,NYT19981021.0014,10,0.008969,0.1111,0,0,4,0,0,0.648705,-1.06223,-1.01176,0.998497
11,32,312,d30006,A,NYT19981021.0014,14,0.06314,0.5385,0.004589,0.04167,4,1,0,0.662225,-1.0181,-1.18808,0.992997
12,32,313,d30006,A,NYT19981021.0014,23,0.09697,0.4674,0.0249,0.125,5,0,0,0.901348,-0.124468,-0.494537,0.991643
13,32,314,d30006,A,NYT19981021.0014,21,0.04297,0.2375,0.002273,0.01316,3,0,0,0.479395,-0.852797,-1.05979,0.974062
14,32,315,d30006,A,NYT19981021.0014,8,0.01583,0.2188,0,0,1,0,0,0.133172,-1.77305,-1.68884,0.972905
16,32,317,d30006,A,NYT19981021.0014,19,0.05417,0.3333,0,0,3,0,0,0.510324,-0.57559,-0.743045,0.975244
17,32,318,d30006,A,NYT19981021.0014,32,0.08601,0.3167,0.01132,0.0431,8,3,0,0.70506,0.272375,0.206341,0.971583
18,32,319,d30006,A,NYT19981021.0014,18,0.05196,0.3382,0.01145,0.07812,3,0,0,0.502205,-0.690732,-0.708395,0.976231
19,32,320,d30006,A,NYT19981021.0014,27,0.1062,0.4519,0.01364,0.06,6,0,0,1.6286,-0.168679,0.168179,1.02955
21,32,322,d30006,A,NYT19981021.0014,16,0.04972,0.3667,0.004505,0.03571,4,0,0,1.28715,-0.840307,-0.773527,1.02047
22,32,323,d30006,A,NYT19981021.0014,19,0.08356,0.5139,0.009093,0.05882,5,0,0,1.21,-1.12263,-1.05507,1.01386
23,32,324,d30006,A,NYT19981021.0014,23,0.08138,0.4091,0.01589,0.08333,5,0,0,1.74904,-0.769891,-0.578278,1.03896
26,32,327,d30006,A,NYT19981021.0014,33,0.1083,0.375,0.00905,0.03226,10,0,0,0.996125,0.456278,0.362787,0.97996
27,32,328,d30006,A,NYT19981021.0014,19,0.04745,0.2917,0.004505,0.02941,4,0,0,1.44935,-0.742925,-0.518569,1.02384
28,32,329,d30006,A,NYT19981021.0014,24,0.07694,0.3864,0.009114,0.04762,8,2,0,1.81202,0.139255,0.280836,1.0355
29,32,330,d30006,A,NYT19981021.0014,21,0.04979,0.275,0,0,5,2,0,0.454148,-0.855415,-0.80423,0.966483
30,32,331,d30006,A,NYT19981021.0014,15,0.02488,0.1964,0,0,3,0,0,0.205094,-0.799937,-1.01877,0.955677
31,32,332,d30006,A,NYT19981021.0014,16,0.06779,0.5,0.00907,0.07143,4,0,0,0.898558,-0.99598,-0.643642,0.996244
0,54,333,d30006,A,NYT19981014.0003,25,0.1356,0.6522,0.05012,0.25,5,4,0,1.5453,-0.144778,0.92953,1.05054
1,54,334,d30006,A,NYT19981014.0003,19,0.09284,0.5395,0.02724,0.1667,6,0,0,1.45698,-0.887433,-0.223212,1.04999
2,54,335,d30006,A,NYT19981014.0003,26,0.07233,0.3333,0.004525,0.02174,7,4,0,0.944609,0.348135,0.104179,1.00976
3,54,336,d30006,A,NYT19981014.0003,42,0.1941,0.5244,0.02951,0.08125,11,3,0,2.03029,0.934078,1.3094,1.04463
4,54,337,d30006,A,NYT19981014.0003,25,0.05417,0.2609,0.002273,0.01136,3,4,0,0.690399,-0.0557985,-0.324686,0.984718
6,54,339,d30006,A,NYT19981014.0003,32,0.113,0.4167,0.01372,0.05172,5,10,0,1.35537,0.772111,1.3495,1.01836
7,54,340,d30006,A,NYT19981014.0003,39,0.1243,0.3618,0.01137,0.03378,11,0,0,1.27964,0.738588,0.983248,1.00363
8,54,341,d30006,A,NYT19981014.0003,14,0.02255,0.2083,0.004525,0.04545,1,3,0,0.880061,-0.791174,-1.01196,1.00701
9,54,342,d30006,A,NYT19981014.0003,21,0.03387,0.1875,0,0,1,0,0,0.873499,-0.676452,-0.922929,0.998233
10,54,343,d30006,A,NYT19981014.0003,16,0.06998,0.4844,0.01587,0.1167,3,0,0,0.936721,-1.21859,-1.15495,1.01115
13,54,346,d30006,A,NYT19981014.0003,34,0.1264,0.4118,0.01587,0.05303,11,0,0,1.72715,1.16865,1.16653,1.02765
14,54,347,d30006,A,NYT19981014.0003,13,0.06789,0.5769,0.02294,0.2083,4,0,0,0.670207,-0.642606,-0.664434,0.99556
15,54,348,d30006,A,NYT19981014.0003,33,0.1358,0.5,0.03919,0.1466,13,0,0,1.6371,0.879207,0.785786,1.02367
16,54,349,d30006,A,NYT19981014.0003,43,0.2083,0.5349,0.07359,0.1905,13,2,0,1.62366,1.03337,0.929857,1.01222
17,54,350,d30006,A,NYT19981014.0003,34,0.1218,0.4091,0.01585,0.05469,7,1,0,1.30388,0.312552,0.0789318,1.00373
18,54,351,d30006,A,NYT19981014.0003,32,0.08581,0.3167,0.002336,0.008621,6,0,0,1.27716,0.108809,-0.118264,1.00438
19,54,352,d30006,A,NYT19981014.0003,20,0.0384,0.2361,0,0,4,2,0,1.12043,-0.482312,-0.558115,1.0108
20,54,353,d30006,A,NYT19981014.0003,16,0.02484,0.1719,0.002252,0.01667,1,3,0,0.826643,-0.749318,-0.763273,0.999511
21,54,354,d30006,A,NYT19981014.0003,9,0.02941,0.3611,0,0,2,0,0,1.22608,-1.46641,-1.4196,1.03106
22,54,355,d30006,A,NYT19981014.0003,25,0.1085,0.5,0,0,5,0,0,0.909444,-0.682367,-0.615708,0.99503
23,54,356,d30006,A,NYT19981014.0003,21,0.07442,0.3929,0.01372,0.075,8,0,0,1.76464,-0.468953,-0.558355,1.04457
24,54,357,d30006,A,NYT19981014.0003,12,0.05642,0.5208,0.01589,0.1591,5,0,1,0.989873,-0.918261,-1.1106,1.01041
25,54,358,d30006,A,NYT19981014.0003,28,0.1151,0.4722,0.02058,0.08654,7,0,0,1.79303,0.00904281,-0.189211,1.03536
26,54,359,d30006,A,NYT19981014.0003,24,0.08577,0.3958,0.01814,0.08696,6,0,0,1.85088,-0.382376,-0.495032,1.04441
27,54,360,d30006,A,NYT19981014.0003,24,0.03846,0.1932,0,0,8,0,0,0.540934,-0.217807,-0.445809,0.971153
28,54,361,d30006,A,NYT19981014.0003,16,0.04522,0.3125,0.004589,0.03333,7,0,0,1.20549,-0.699753,-0.712069,1.01789
29,54,362,d30006,A,NYT19981014.0003,17,0.05659,0.3676,0,0,6,0,0,1.37789,-0.603445,-0.648255,1.0253
30,54,363,d30006,A,NYT19981014.0003,38,0.1196,0.3487,0.01364,0.04054,9,0,0,1.42009,0.516002,0.536071,1.00311
31,54,364,d30006,A,NYT19981014.0003,38,0.1197,0.3581,0.01135,0.03472,10,0,0,1.11201,0.642744,0.373401,0.983558
32,54,365,d30006,A,NYT19981014.0003,39,0.1109,0.3224,0.009177,0.02703,10,4,0,1.16862,1.61115,1.26101,0.981797
33,54,366,d30006,A,NYT19981014.0003,11,0.03387,0.375,0.004505,0.05556,3,0,0,1.26531,-0.974612,-1.04179,1.02439
34,54,367,d30006,A,NYT19981014.0003,29,0.07455,0.2946,0.009114,0.03704,10,0,0,0.738199,0.380759,0.119839,0.972386
35,54,368,d30006,A,NYT19981014.0003,24,0.1017,0.4891,0.01126,0.05682,8,0,0,1.5464,0.0327161,-0.0643845,1.02303
36,54,369,d30006,A,NYT19981014.0003,25,0.09922,0.4231,0.01589,0.07,6,0,0,1.32863,0.269865,-0.0104001,1.00694
37,54,370,d30006,A,NYT19981014.0003,28,0.07227,0.32,0.004505,0.02083,5,2,0,1.33556,0.170274,0.0970236,1.0062
38,54,371,d30006,A,NYT19981014.0003,30,0.03838,0.1466,0.004505,0.01786,3,0,0,1.02383,0.0199383,-0.382464,0.984295
39,54,372,d30006,A,NYT19981014.0003,23,0.07469,0.375,0.004505,0.02381,3,1,0,1.6235,-0.380181,-0.339107,1.02893
41,54,374,d30006,A,NYT19981014.0003,14,0.04067,0.3462,0.009114,0.08333,3,0,0,0.959845,-0.897856,-0.988726,1.00134
42,54,375,d30006,A,NYT19981014.0003,15,0.03606,0.2667,0.004525,0.03571,2,0,0,0.861727,-1.07334,-1.1423,0.99534
43,54,376,d30006,A,NYT19981014.0003,26,0.09488,0.4038,0.02275,0.1,9,1,0,0.729465,0.378616,0.484983,0.974665
44,54,377,d30006,A,NYT19981014.0003,11,0.03842,0.3864,0,0,4,0,0,0.334163,-1.30488,-1.41065,0.971255
45,54,378,d30006,A,NYT19981014.0003,22,0.04288,0.2262,0,0,5,0,0,0.949106,-0.530584,-0.715547,0.989791
47,54,380,d30006,A,NYT19981014.0003,29,0.08589,0.3393,0,0,5,1,0,0.797996,0.313216,0.115105,0.97129
48,54,381,d30006,A,NYT19981014.0003,25,0.05198,0.2396,0.002273,0.01087,2,0,0,1.02981,-0.378552,-0.532125,0.989359
